,Data,lpim_BR,ln_Selic_aa,ln_cambio,ln_IPCA,ln_oil,Dln_IPCA,EmpLiq
"1998-5","1998M05",4.3243893507248128,0.203728468,4.2336716269999997,7.2909815949999999,2.6665335209999999,0.0049885299999994359,247376
"1998-6","1998M06",4.3242837039020428,0.190765094,4.2313490829999996,7.2911792560000004,2.4898941909999999,0.00019766100000051523,145281
"1998-7","1998M07",4.3678025341255236,0.18509743100000001,4.2380119120000002,7.2899790539999998,2.4882344399999998,-0.0012002020000005942,76967
"1998-8","1998M08",4.3481900566639409,0.17586305699999999,4.248638089,7.2848689220000002,2.4748563140000002,-0.0051101319999995454,139462
"1998-9","1998M09",4.3346889688368346,0.29484890499999999,4.2844138059999999,7.2826649550000004,2.592265168,-0.0022039669999998068,63325
"1998-10","1998M10",4.3263945226277336,0.34781658100000001,4.3149515660000004,7.2828642669999999,2.5305171610000001,0.00019931199999945193,-4985
"1998-11","1998M11",4.2860556305126236,0.32736151699999999,4.3094559419999996,7.281660918,2.3905959700000001,-0.0012033489999998537,-76433
"1998-12","1998M12",4.1468314140090001,0.27183573100000002,4.3209487849999997,7.2849580769999998,2.2823823860000001,0.0032971589999997164,-594099
"1999-1","1999M01",4.1317036863789101,0.27147648299999999,4.5330295080000003,7.2919354619999996,2.3933394560000001,0.0069773849999998916,144777
"1999-2","1999M02",4.0898511024893045,0.32912014499999998,4.7497033369999997,7.3023818619999998,2.32238772,0.010446400000000189,51023
"1999-3","1999M03",4.2647546254460416,0.35938817699999998,4.7190344419999999,7.3133203819999997,2.4948569809999999,0.010938519999999841,82955
"1999-4","1999M04",4.227863558075569,0.30839424300000001,4.6021656770000003,7.3189042039999999,2.7186603800000002,0.0055838220000001826,190799
"1999-5","1999M05",4.2937101238731552,0.23984661800000001,4.5885325449999996,7.3219025870000003,2.7226103519999998,0.0029983830000004374,252708
