Data,R1_Desligados,R2_Desligados,R3_Desligados,R4_Desligados,R5_Desligados,R6_Desligados,R7_Desligados,R8_Desligados,R9_Desligados,R10_Desligados,R11_Desligados,R12_Desligados,R13_Desligados,R14_Desligados,R15_Desligados,R16_Desligados,R17_Desligados,R18_Desligados,R19_Desligados,R20_Desligados,R21_Desligados,R22_Desligados,R23_Desligados,R24_Desligados,R25_Desligados,R26_Desligados,R27_Desligados,R28_Desligados,R29_Desligados,R30_Desligados,R31_Desligados,R32_Desligados,R33_Desligados,R34_Desligados,R35_Desligados,R36_Desligados,R37_Desligados,R38_Desligados,R39_Desligados,R40_Desligados,R41_Desligados,R42_Desligados,R43_Desligados,R44_Desligados,R45_Desligados,R46_Desligados,R47_Desligados,R48_Desligados,R49_Desligados,R50_Desligados,R51_Desligados,R52_Desligados,R53_Desligados,R54_Desligados,R55_Desligados,R56_Desligados,R57_Desligados,R58_Desligados,R59_Desligados,R60_Desligados,R61_Desligados,R62_Desligados,R63_Desligados,R64_Desligados,R65_Desligados,R66_Desligados,R67_Desligados,R68_Desligados,R69_Desligados,R70_Desligados,R71_Desligados,R72_Desligados,R73_Desligados,R74_Desligados,R75_Desligados,R76_Desligados,R77_Desligados,R78_Desligados,R79_Desligados,R80_Desligados,R81_Desligados,R82_Desligados,R83_Desligados,R84_Desligados,R85_Desligados,R86_Desligados,R87_Desligados,R88_Desligados,R89_Desligados,R90_Desligados,R91_Desligados,R92_Desligados,R93_Desligados,R94_Desligados,R95_Desligados,R96_Desligados,R97_Desligados,R98_Desligados,R99_Desligados,R100_Desligados,R101_Desligados,R102_Desligados,R103_Desligados,R104_Desligados,R105_Desligados,R106_Desligados,R107_Desligados,R108_Desligados,R109_Desligados,R110_Desligados,R111_Desligados,R112_Desligados,R113_Desligados,R114_Desligados,R115_Desligados,R116_Desligados,R117_Desligados,R118_Desligados,R119_Desligados,R120_Desligados,R121_Desligados,R122_Desligados,R123_Desligados,R124_Desligados,R125_Desligados,R126_Desligados,R127_Desligados,R128_Desligados,R129_Desligados,R130_Desligados,R131_Desligados,R132_Desligados,R133_Desligados,R134_Desligados,R135_Desligados,R136_Desligados,R137_Desligados,R1_Admitidos,R2_Admitidos,R3_Admitidos,R4_Admitidos,R5_Admitidos,R6_Admitidos,R7_Admitidos,R8_Admitidos,R9_Admitidos,R10_Admitidos,R11_Admitidos,R12_Admitidos,R13_Admitidos,R14_Admitidos,R15_Admitidos,R16_Admitidos,R17_Admitidos,R18_Admitidos,R19_Admitidos,R20_Admitidos,R21_Admitidos,R22_Admitidos,R23_Admitidos,R24_Admitidos,R25_Admitidos,R26_Admitidos,R27_Admitidos,R28_Admitidos,R29_Admitidos,R30_Admitidos,R31_Admitidos,R32_Admitidos,R33_Admitidos,R34_Admitidos,R35_Admitidos,R36_Admitidos,R37_Admitidos,R38_Admitidos,R39_Admitidos,R40_Admitidos,R41_Admitidos,R42_Admitidos,R43_Admitidos,R44_Admitidos,R45_Admitidos,R46_Admitidos,R47_Admitidos,R48_Admitidos,R49_Admitidos,R50_Admitidos,R51_Admitidos,R52_Admitidos,R53_Admitidos,R54_Admitidos,R55_Admitidos,R56_Admitidos,R57_Admitidos,R58_Admitidos,R59_Admitidos,R60_Admitidos,R61_Admitidos,R62_Admitidos,R63_Admitidos,R64_Admitidos,R65_Admitidos,R66_Admitidos,R67_Admitidos,R68_Admitidos,R69_Admitidos,R70_Admitidos,R71_Admitidos,R72_Admitidos,R73_Admitidos,R74_Admitidos,R75_Admitidos,R76_Admitidos,R77_Admitidos,R78_Admitidos,R79_Admitidos,R80_Admitidos,R81_Admitidos,R82_Admitidos,R83_Admitidos,R84_Admitidos,R85_Admitidos,R86_Admitidos,R87_Admitidos,R88_Admitidos,R89_Admitidos,R90_Admitidos,R91_Admitidos,R92_Admitidos,R93_Admitidos,R94_Admitidos,R95_Admitidos,R96_Admitidos,R97_Admitidos,R98_Admitidos,R99_Admitidos,R100_Admitidos,R101_Admitidos,R102_Admitidos,R103_Admitidos,R104_Admitidos,R105_Admitidos,R106_Admitidos,R107_Admitidos,R108_Admitidos,R109_Admitidos,R110_Admitidos,R111_Admitidos,R112_Admitidos,R113_Admitidos,R114_Admitidos,R115_Admitidos,R116_Admitidos,R117_Admitidos,R118_Admitidos,R119_Admitidos,R120_Admitidos,R121_Admitidos,R122_Admitidos,R123_Admitidos,R124_Admitidos,R125_Admitidos,R126_Admitidos,R127_Admitidos,R128_Admitidos,R129_Admitidos,R130_Admitidos,R131_Admitidos,R132_Admitidos,R133_Admitidos,R134_Admitidos,R135_Admitidos,R136_Admitidos,R137_Admitidos
2006M04,2044,3382,120,1392,13,47,13065,74,905,20,1038,290,9775,1295,843,6882,41,1493,2518,1890,4247,2146,462,590,868,395,3357,364,235,1159,1148,16864,573,863,245,1232,2468,537,237,7611,473,147,1526,4166,768,2055,3043,2696,19677,105,602,8945,114,668,5193,4463,1934,3728,1717,25550,2630,6826,2482,4251,1704,1079,18801,2360,60517,7885,6734,14295,2250,9543,2020,4875,15525,1804,822,5339,2938,2452,4994,75841,13745,26468,5302,13135,8382,12550,37471,4829,2568,3927,6301,20988,12992,1199,198138,3684,1348,17780,2553,5127,8031,2561,2492,1347,37503,10306,18199,3652,18784,12344,6560,9918,12144,2022,5913,44176,3241,4252,870,9796,4326,4821,8668,1547,2074,6268,5259,687,1541,24596,2239,9585,17958,3935,5272,493,3517,169,129,20652,382,1265,43,2061,711,13123,2329,1163,7796,102,1939,3218,3877,8017,2310,827,1128,1107,639,4815,675,291,1457,1275,20854,834,1179,612,1686,2816,1004,309,10856,840,192,2192,5445,1292,2002,4417,5433,24356,185,826,7966,413,914,7277,4347,2491,5553,3221,31957,4476,9947,2932,5581,1897,2874,27344,2493,73021,11453,9419,24037,3303,13801,3917,10407,20073,3465,1185,8010,3807,3547,6428,96803,20130,45324,16344,28001,15235,18738,51432,9565,3275,10345,6131,27202,28221,1646,243995,8890,1378,24085,5674,5891,8503,3271,2592,1807,44627,10787,15861,4266,21326,13618,8928,12283,16027,2915,8368,49198,3070,4276,1405,10895,5358,6723,6348,1786,5508,9222,4704,788,1835,31369,3382,10802,24621
2006M05,2660,4268,104,1999,28,37,13818,55,1138,52,950,360,11130,1633,964,6914,47,1718,2714,2543,5160,2341,459,739,1695,612,3486,629,220,1105,1211,19687,533,836,316,1463,2715,669,253,8954,542,121,1855,4480,930,2386,3260,2627,24848,119,573,7391,273,584,6748,4633,2117,4517,1690,28540,3261,6485,3185,5315,1298,1264,24993,2753,68117,10169,8492,17903,2710,11391,3469,7007,19847,2218,1030,6256,3539,2853,5805,84123,15945,24125,6504,15368,7853,11922,37268,5487,2887,5883,6439,23505,14495,1493,222119,4447,1183,19225,2837,6121,7573,2693,3206,1745,39110,12181,15200,5849,20511,12397,9069,11305,15045,2757,6938,47887,4041,4621,917,8694,3712,4892,7978,1905,2292,8172,5572,767,779,25774,3167,11385,22051,3733,5755,314,2587,118,65,18543,144,1256,47,1534,339,14337,2074,826,8661,79,2323,3545,4467,6714,2644,911,1155,786,501,5117,753,250,2031,1428,24565,937,1143,444,1804,2969,931,354,11279,685,313,2672,7709,1364,3073,4278,12558,30008,199,812,10204,238,1178,7648,4831,4570,5456,2788,32819,5121,10177,3315,6765,2136,2344,31771,4424,84643,13291,12077,37146,3727,18331,5257,12434,22955,3424,1062,11151,3720,3652,6674,94552,21301,43947,10840,22474,11743,21554,46939,8200,5769,8018,8262,27250,16684,1496,260235,5860,1615,21019,7102,6666,10030,3247,2713,1882,45640,11131,21416,3479,22164,14216,8785,10425,12539,2714,7688,49818,2670,4020,1188,10917,4581,6527,6067,1790,4294,9239,3963,907,983,32886,3620,9276,25063
2006M06,3114,4344,115,1662,23,361,14645,72,974,23,1346,660,11425,1478,801,6994,28,1905,2853,2491,4755,2350,460,766,1104,534,3875,619,216,1321,1268,19253,457,859,425,1431,2339,731,349,9204,591,180,1785,4411,886,2320,3192,2444,21626,135,519,6183,224,600,5780,4230,2108,4673,1616,29093,3206,8631,2266,5109,1298,1515,22429,2499,67055,10812,7759,19399,2560,12245,3939,9334,17652,2757,925,6480,3037,3132,6086,82849,12244,22438,5996,15313,7934,12252,38816,5576,3107,3449,6171,21263,14233,1436,212287,4518,1371,17176,2771,6790,8262,2505,2689,1600,39454,10022,12465,3502,19301,12009,7196,9654,11148,2432,7077,44274,3070,4164,937,8503,4180,5204,6171,2367,2437,7889,3822,708,800,24547,2677,8662,22394,3915,5485,217,3804,103,99,16118,174,1044,69,1559,303,16063,1808,1129,9665,108,2394,3910,3179,6549,2785,853,1076,1392,713,6972,729,401,2188,1492,22946,937,2378,483,1877,3087,986,366,10739,551,204,2073,7209,1073,4761,5137,4913,25787,150,1155,9223,170,703,8291,6522,3894,5941,2822,31962,5293,7611,4870,6219,3791,1547,40394,3671,74867,11688,12300,41463,4564,14636,2987,5437,20862,3146,1072,8800,3990,3412,6492,87225,16922,38755,6726,16432,13392,16608,42770,6760,3990,4595,6791,24978,14815,1631,235966,5333,1266,19132,4470,6057,9564,3036,2551,1802,43819,10994,13759,3456,20326,11582,7829,9766,11251,2464,6504,45346,2420,4450,960,8144,4356,5124,7556,2234,2783,9296,5421,981,809,28528,3513,9161,25792
2006M07,3126,4352,165,1803,35,93,15084,56,1034,30,1098,147,10365,1234,740,6886,62,1667,2706,2440,5212,2122,503,626,740,429,3741,469,241,1449,1222,18868,946,814,334,1636,2151,776,367,8953,588,137,2428,4921,973,2150,3158,2637,21565,124,580,5860,164,577,6070,4474,1730,4087,1910,28935,3904,10575,3208,5235,1939,1846,25576,2987,63121,11679,8545,22650,2917,13122,2402,6062,17236,2689,763,6096,2862,2781,5769,76933,11510,23150,6243,14309,7950,11743,36517,5453,3389,3386,5338,21940,13803,1416,218203,4135,1268,17534,2771,5287,8559,2660,2418,1788,37266,9893,16627,3560,19746,12498,7416,9412,11026,2197,13543,42044,2975,3590,807,12682,4201,5247,5920,1379,2381,9885,3751,583,722,24876,2670,8145,21059,3687,5861,296,3594,28,39,16777,166,1225,28,1678,291,12804,2243,1143,9535,107,2351,3063,3320,7690,3297,828,1877,1130,824,5398,528,258,2633,1414,22506,778,2226,403,1752,3785,873,543,12394,605,263,2860,6926,1113,5431,3845,3509,24512,301,1707,8910,347,712,8212,5088,4492,4938,2605,32902,6713,7403,3952,5861,2425,1383,33675,3350,75944,11059,9648,28956,3403,14387,2754,5445,21561,2860,1037,7867,3326,3299,5876,90884,16163,31042,6207,16242,13238,16945,42166,6466,3234,3771,5964,23689,14654,1527,244604,5581,1560,18700,3984,5706,10115,2990,2514,1727,44061,10417,17719,3599,20794,12960,8336,9689,11532,2298,5829,45414,2980,4180,1020,12075,4869,6926,7632,1613,2771,9906,4778,834,1082,28710,3475,11163,27588
2006M08,3055,4473,123,2010,20,111,15786,53,1005,52,1432,203,11243,1340,662,7683,28,1837,3398,3799,5860,2534,578,638,691,410,4985,568,247,1179,1027,21957,524,905,306,1592,2029,726,730,9825,584,162,2022,6071,824,2847,3133,9975,22123,829,1448,7964,136,494,7385,5095,2090,3909,1805,31001,5263,8205,3830,5755,2484,1954,31512,3418,73811,12033,9844,26931,3483,14992,2567,5986,20225,2713,739,6310,3235,2845,5865,89368,13198,26547,6553,14770,8786,14214,40891,5669,4905,3856,5526,26633,15883,1528,226463,4206,1245,18174,3027,5755,8873,2840,2772,1906,39452,10183,15298,3788,21322,12458,7868,9533,11566,2216,8905,47394,2637,3571,868,9460,4133,4392,6662,1430,2212,8214,4270,913,780,27443,2741,9420,22983,3820,5825,183,2798,36,321,18862,109,1894,18,2009,418,15991,3102,1108,11828,199,2552,4139,3235,9859,3455,1187,1456,1306,636,6085,1066,335,2803,1830,25712,1271,4553,770,2885,4413,832,415,12119,698,151,2579,12266,1112,5592,4235,7521,30071,223,1148,11449,432,967,9447,4476,4403,5015,2791,34350,5466,9127,3558,6859,2259,1511,30962,3512,94280,10710,10598,25210,3980,15379,3037,5507,24612,3689,1123,8143,3858,3089,6752,102277,14755,28031,7823,15780,10846,15710,46109,6721,3481,4600,7602,27428,17007,1596,268158,5233,1678,20249,3527,5889,9808,3057,2879,1669,46215,12262,15797,4068,22895,14243,9065,10187,12954,2557,6415,50369,3471,4275,1115,11305,3730,5563,8234,1723,2687,9649,4273,817,774,33725,3715,10331,26830
2006M09,2837,4199,146,1613,11,74,13666,76,788,36,1488,174,10515,1484,741,7351,30,1876,3146,2323,4720,2141,538,669,665,400,4974,488,244,976,853,19003,471,1194,290,1285,1961,634,266,8297,512,105,1781,4621,834,3643,3200,3910,21272,123,856,6721,187,493,6720,4099,2197,3732,1680,26144,4486,6080,3957,4961,2126,1346,34354,2889,67200,9605,10072,28416,3156,11572,2703,5575,18127,2389,732,7268,2838,2480,6082,77218,10431,24504,6364,12577,7335,11286,36497,7427,4869,3846,5197,21856,13007,1243,221982,3766,1220,16427,2989,5466,7873,2369,2601,1674,40715,9329,13212,3081,18017,11706,6887,7996,9802,2132,9193,40723,2260,3574,720,7872,3469,3879,6038,1259,2318,8836,4076,732,681,24169,2949,8558,20704,3395,5052,120,2407,26,75,18752,82,1497,27,1573,354,13909,2651,1019,10244,113,2600,3321,2275,6542,3044,1155,1175,907,424,6228,1121,345,2492,1416,24577,909,2394,375,2096,4494,840,493,14713,669,161,2406,8843,1227,4457,4607,28010,30709,175,857,37160,286,783,9465,2511,3307,4920,2092,29756,5183,7164,2887,5155,1473,1194,23840,2719,82438,10743,8632,20786,3144,12401,2537,5344,21742,2893,959,6861,3630,2902,6968,93592,13284,24827,7643,15264,8729,14288,42213,9142,3008,4781,6451,25530,15840,1603,247761,4575,1315,19045,3023,5554,9184,2986,2860,1768,46671,11279,14115,3238,21559,12570,8374,9055,10805,2441,6275,54719,2633,4461,975,9490,4004,4583,8437,1522,2589,8826,4121,895,1140,28618,3106,9263,24155
2006M10,2658,4390,114,2176,59,24,15136,77,1064,40,1156,231,10604,2273,776,8204,43,2113,2588,1976,4710,2032,579,1898,633,470,4145,602,217,987,1042,19338,649,2260,355,1473,1955,575,258,9908,590,157,1529,4567,919,4624,3337,4142,20542,135,722,7573,316,613,6542,3281,4244,3810,2827,29519,4596,7228,3301,5591,2314,1850,32331,2511,65349,10574,9054,34911,3885,12341,2554,5503,18479,2833,755,8564,2734,2835,6123,76277,10848,27677,5841,16038,9961,13977,39916,5380,3028,3388,5308,22541,14731,1305,209696,4376,1503,17183,3054,5296,8239,2605,2348,1397,36758,9104,12991,3171,19793,12179,7053,8855,10771,2071,6416,43535,2725,3900,990,7934,4034,5779,6171,1515,3127,8514,5966,778,1172,24300,2970,9729,21251,3107,4642,161,2471,43,40,17796,74,1280,38,1537,236,13971,2030,1010,8721,86,2672,2890,2585,7135,3033,851,925,949,580,5651,952,300,2704,2075,23679,852,1798,288,2364,3844,846,315,10019,562,176,2172,6212,1134,3755,4330,6455,27700,210,748,17533,227,668,10143,2970,3321,5574,1676,31000,4001,6874,2963,5284,1441,1268,26254,3079,76346,10283,8418,19452,2662,13474,2743,5052,23045,2840,965,6718,3660,3096,7358,93192,13313,25726,6838,14560,7795,14254,45014,6287,2804,4446,6561,26336,17386,1767,256557,4673,1449,19840,2666,5637,9414,3080,2177,1642,43310,13240,14694,4402,23655,14201,8601,10428,12891,2704,6532,50841,3065,6091,1019,9276,3861,6305,8149,1658,2457,8377,4402,688,885,26452,3196,11709,24316
2006M11,2904,4625,154,2298,339,85,14176,45,1143,27,1113,225,11509,1447,1060,7985,195,1806,2957,2808,5653,2508,588,1698,723,467,4509,905,248,1227,1043,19456,904,1710,250,1497,2286,770,307,8651,450,137,1759,4821,1025,6686,3173,3528,21134,140,697,8621,164,606,7175,3630,6909,4259,2334,28854,4307,8278,3615,5181,1846,1250,27975,2674,80803,8715,6984,27694,2919,11182,2295,5414,18957,2541,799,6066,3344,2445,5081,76056,19401,42997,12609,22992,10229,22071,47357,9168,2862,7261,6071,22421,14510,1204,213343,7963,1280,21573,2378,5263,8220,2476,2387,1403,36804,10249,11868,3513,18336,11794,7455,8837,11767,2129,5744,47104,2558,4451,1058,10089,3747,4824,8306,1686,5620,8466,4523,707,757,31465,3814,9048,22917,2960,4408,127,2035,33,60,17175,77,1303,14,1471,264,12778,1532,860,7225,48,2238,2547,2404,7427,2791,779,845,978,595,5383,1012,498,1521,1871,24999,646,1376,455,1840,2943,1075,454,10903,564,160,2528,5628,1149,2766,4399,3940,27033,140,959,9715,227,648,8324,3432,2021,5230,1824,34610,3439,7044,2597,5267,1198,1378,21458,2606,77507,9113,7755,18113,2624,12409,2465,5312,23748,2409,866,7521,3671,3250,6816,98642,12234,23069,5689,13986,8088,14459,41654,6244,2972,4050,6475,25797,17493,1512,259840,4865,1134,18759,2623,5827,9373,2909,2724,1604,44395,14321,13295,6134,22427,13872,8076,10356,17160,2899,6756,51711,3870,8238,928,9238,3817,5005,6417,1321,1889,8396,3250,696,1031,27605,2954,8983,23125
2006M12,4457,5539,479,6131,35,58,21358,180,1156,33,2316,1001,14229,2634,1721,13900,312,2471,3336,3043,7182,3882,1195,782,2277,566,5767,762,352,3567,1291,21351,1824,2319,254,2290,3078,984,487,12099,442,829,2230,5841,2942,6025,3712,4849,25368,182,828,8971,443,1116,8478,4980,5736,5895,4656,31495,5964,10535,4301,12428,4335,3680,34813,6272,145135,14396,11810,25482,5499,17727,5308,9894,38158,6314,1122,7239,3373,4372,7516,90440,37950,56516,19905,19898,13885,20661,47381,11915,3163,11595,9407,30320,18595,1862,278091,6466,1567,20422,8552,5563,10206,2932,3235,1630,42617,17444,16266,7772,26084,23076,13066,12300,17272,2635,7563,47340,2795,8367,1070,12399,6216,12030,12461,3629,5810,12321,5341,969,1474,35457,5133,16723,37599,2287,3221,111,1473,21,23,11202,52,785,14,1046,108,10330,1089,460,4819,21,1685,2079,1656,6231,1791,558,764,416,367,3947,489,229,845,787,19075,420,825,285,1065,1820,541,269,7835,363,63,1693,4471,780,2566,3232,1730,20084,102,576,6263,73,531,6520,2368,1582,3562,1284,25267,2988,5553,1942,3961,816,758,17175,1874,59915,7610,5386,13247,2155,9373,1425,4368,17369,1972,679,6521,2562,3217,6219,81246,8988,17504,3524,11890,6355,12631,31314,4209,2366,2699,4704,19620,14279,1664,204098,3067,891,14572,1784,4556,7257,2049,1579,1254,34935,8358,8468,2315,16151,13953,8126,8875,8507,2058,4842,43761,2598,5335,789,7219,2299,2748,4681,890,1685,6410,2544,523,725,19462,1887,7611,20755
2007M01,2852,4272,127,1938,42,60,14068,61,943,35,1559,269,11819,1968,662,7438,62,2313,2698,1856,5956,2792,660,930,1108,558,3907,788,337,2425,1676,24300,486,2742,299,1646,3088,777,342,10853,743,162,1983,11556,1520,1984,3611,10157,24606,289,654,9309,231,523,6278,3175,2269,4547,1971,29963,3491,6301,2702,5406,1481,1305,22223,2822,67361,10547,7427,18465,2646,11351,2216,4819,19407,2758,1091,5990,3045,3840,6030,100204,13162,25142,4578,14360,9865,13959,39686,5189,2793,4056,6692,23388,16300,1754,217822,4000,1304,16485,3071,6027,8549,2536,2253,1772,42226,12149,14245,3655,22167,12036,7415,10006,10484,2146,5831,43300,2739,5254,887,8787,3617,4052,5726,1270,2087,7874,3200,744,825,23049,3834,8816,22346,3536,5309,181,3668,476,134,18208,129,1831,217,6444,1250,15619,2302,1128,12344,73,2455,5959,6131,15183,3857,1570,1291,1088,614,9297,886,386,4391,3805,25991,2401,1719,1450,2675,3300,1425,1396,12341,1410,778,3112,7181,1935,2525,5796,3831,27364,613,956,9829,589,1009,10789,5888,3543,7493,4112,45686,7033,12924,4337,10807,3054,2350,25080,3309,83569,12520,8935,20700,3674,13938,2766,6981,27789,3360,990,23276,3401,10898,8202,107309,28045,38742,7762,19242,10560,17463,47354,8493,3451,6111,6774,30183,19423,2727,266603,7134,1450,21187,3449,7846,10422,3588,2878,2040,51988,17356,19055,5893,27800,17052,9899,12064,17026,2684,8722,55761,3711,5072,1248,10205,5773,9676,12105,3627,3481,11645,8968,838,1143,37626,5689,19138,26390
2007M02,2726,4362,125,1555,33,41,13937,40,962,27,1087,220,10740,1348,772,6487,48,1824,2503,2148,6580,2438,658,673,881,493,4738,564,298,1712,1249,18266,626,3172,308,1717,3455,650,353,9169,497,175,1660,7380,816,1809,2855,16129,22473,152,625,16020,140,534,6897,3424,1719,4338,1427,27485,3571,6226,3134,4589,1256,1201,20574,2507,63110,8456,7759,16376,2762,11249,2205,5113,21942,2502,786,5164,3725,3486,5819,78601,12039,25396,5787,13965,10878,13556,36300,4899,2602,3600,6206,25351,15132,1811,218273,4613,1527,18454,2345,5976,9090,3098,2475,1559,41347,12562,15519,5062,23355,13330,8375,10027,13191,2012,5878,44872,2443,3934,865,8220,3856,4134,5977,1286,3774,8324,3276,669,1043,24587,2319,8393,27164,3924,5929,201,3872,101,132,18975,89,1586,221,2734,1024,14710,2825,1757,10035,117,3386,4981,4454,8413,2918,898,1162,2092,560,5031,1091,339,4101,2763,25709,1939,2137,1244,2979,2483,1035,449,9987,844,292,2383,7519,2433,2732,7161,3558,22243,312,821,7268,481,1068,9135,4709,1753,5508,2200,29185,4738,8123,5015,11227,4090,2340,31729,4382,88753,13874,10820,22036,3978,15612,4554,9617,37843,6082,1073,6878,3266,6200,7899,113476,28386,38819,10853,18831,11123,17545,44651,10176,3807,7396,8172,30181,19912,2231,283261,7103,1971,23351,3534,6935,11587,3645,3529,2195,51354,20222,20761,9565,31741,17731,10115,11326,20903,2374,12057,46145,3859,4552,1396,12447,6089,8893,14003,2917,4353,23518,7007,781,1293,31664,3856,16928,33719
2007M03,3170,4453,162,1722,22,49,14694,54,1262,35,1347,320,12439,1912,1077,7635,41,1901,3195,2288,6349,2732,810,858,847,507,4936,576,272,1523,1401,20657,492,2060,307,1570,3951,804,366,9137,616,167,2283,6403,953,2449,3646,7614,25155,207,873,23484,170,544,8879,3960,1919,5082,1949,30389,4218,7671,2737,5397,1396,1518,21984,2883,75033,9869,9284,18412,2812,12494,2555,6459,22976,2781,1061,6024,3989,3894,7526,93885,15192,26065,6993,16739,11505,14689,41790,7226,3287,5123,6125,25782,16669,2145,249322,5243,1410,20448,3025,6061,9950,3088,2687,1750,47678,15783,15357,6849,25966,15701,9487,11479,20057,2779,7348,54651,3425,4820,1049,9486,4136,6419,8327,1516,2289,8303,7242,737,877,27366,2630,10681,25542,4184,6353,156,3506,408,290,21713,335,1447,175,2940,1201,14137,3597,1661,9946,250,2996,4410,4426,9236,3703,1065,1261,1843,675,5219,1114,418,2954,1910,25318,1198,1375,746,2810,3598,1416,976,11928,1041,520,2848,8487,2296,2490,6599,5073,25713,358,654,8023,462,1000,9073,4986,3300,8216,6161,38951,7064,16337,3840,9447,2304,2827,30789,3513,90925,12235,11239,21961,3870,14870,3525,9523,27685,4180,1316,9665,4637,5148,8592,109144,23304,37904,12678,19936,11175,18654,48255,9974,3670,7062,7384,31397,20744,2193,303530,10910,3076,25964,4350,8258,12078,3853,3418,2136,55295,16431,19818,6614,28950,17854,11987,15906,17226,3726,14814,56768,4476,6525,1418,14001,6521,11812,10253,2824,7361,13776,5928,914,1217,32939,4953,15426,31437
2007M04,2291,4436,125,1625,24,45,13233,44,1037,27,1646,277,9783,3531,843,6491,46,1762,2886,1879,5987,2344,808,615,1003,467,3749,784,318,1350,840,18619,777,1062,280,1380,2481,694,223,8296,460,127,1595,4565,855,2008,3386,3819,20949,170,563,14247,193,460,7017,3819,2098,4337,1874,27529,3421,7144,3625,4660,1350,1307,24445,2690,66263,8560,7279,16512,2292,10556,2705,4886,20236,2167,748,10673,3173,3126,5840,81295,16748,30519,8755,15178,8728,15592,37608,5234,2774,4845,5558,22887,14366,2153,222142,5523,1527,20546,2671,5783,8748,2781,2749,1550,42702,12576,15229,4270,21446,12839,7402,10697,13244,2425,6424,46959,3307,4693,990,8577,3983,5285,8837,1606,2359,6685,5579,567,827,24104,3009,14303,24283,4008,5884,444,3669,125,116,19904,187,1491,101,2108,473,14562,2193,1324,9344,102,2445,4069,4185,7869,3683,1406,1190,1736,556,5437,828,344,1518,1467,23867,994,1599,699,2150,3155,821,457,9878,897,236,2401,7338,1323,2602,5111,5551,24698,237,764,9386,345,956,9971,4787,4555,5928,2941,36330,4972,11459,3736,6509,1680,2709,33366,3725,83329,12124,10855,26250,3297,15200,4054,13088,25650,4024,1278,7800,4239,4089,7250,162812,24560,44316,19962,27583,13280,26819,53234,10871,4320,9855,6825,29609,19985,1792,280543,10524,1970,27871,8468,7141,10175,3687,2902,1991,50743,13886,18803,4824,25531,15725,9968,14029,17330,3261,9255,54410,3089,4580,1381,11244,5695,9113,9463,1983,8502,11865,5580,935,1195,33793,4210,15308,27495
2007M05,3788,4600,149,2104,21,76,15829,40,1093,27,1180,334,12189,1466,938,7458,36,2206,3631,2459,7255,2637,1025,899,1284,524,4348,760,273,1118,1017,22304,800,1077,440,1599,2864,770,316,10641,605,174,1871,5148,930,2256,3710,2965,25482,160,665,7200,219,711,7807,4273,1977,4424,2012,31841,3437,8708,3423,5525,1255,1730,28360,2831,79445,10893,8903,19402,2697,12303,3952,10085,21239,2879,949,6595,3799,3120,6397,96620,16157,27288,8405,16181,9208,15176,43147,6324,3269,4504,5873,26112,17137,1754,260406,5332,1365,19380,3232,7000,8315,2806,2987,1908,51455,13050,15878,6250,21898,13758,8546,12060,15284,3298,7412,49263,4239,5118,872,9094,4540,5945,8147,1836,3172,9059,4966,631,981,26415,3151,13027,28220,4015,6818,326,2619,65,57,20218,149,1695,95,1719,449,14743,4200,997,10138,91,2771,4270,4148,8334,3131,1052,1455,2188,653,6301,894,442,1711,1748,25888,771,1334,379,2230,3001,978,404,11817,805,264,2235,7745,2073,4623,5234,8555,30984,320,830,8809,202,1148,9100,6794,3669,5905,3035,38938,6357,11689,4265,7931,1730,1867,38492,4490,83125,13643,14661,41490,4068,20044,5964,13452,24086,3410,1124,12505,3672,3909,7189,107471,23312,47354,10396,24339,13067,25089,49898,8663,4799,7750,7541,30809,20569,1975,289797,7394,1904,24798,6438,7418,10428,3372,2684,1901,50004,13241,17114,3636,23962,15116,8784,12331,14362,2687,7607,51298,3021,4834,1420,9640,5194,7029,9931,2566,4110,11539,5209,1200,1663,36585,4327,17177,27452
2007M06,3083,4561,146,1916,27,74,14447,62,1126,50,1261,250,11195,1484,877,8491,35,2592,3407,2254,6170,2658,915,716,964,569,4184,697,295,1206,2226,23948,568,1225,330,1737,2479,709,274,9050,521,163,1977,6379,871,1785,3474,2558,20234,162,569,6041,171,524,6545,4309,1593,4910,2122,29896,3589,10357,2723,5553,1348,1643,25229,3025,71594,9838,8977,23215,2860,13285,4552,10846,20364,3040,804,6982,5684,2948,6357,87368,14708,29871,12530,20821,10412,17800,39365,8094,3315,4536,5475,29372,15523,1583,236871,5266,1455,18688,3582,6114,8924,2689,2828,1508,44918,11899,14000,3862,20889,13129,8030,9749,12363,2254,9493,45038,3429,4040,927,23104,4658,10047,7137,1454,3431,10063,3695,710,1015,25547,2855,9998,22533,4981,5837,295,3083,47,98,18572,110,1373,103,1558,349,14164,1913,1389,10737,99,2471,4607,3696,8803,3310,1059,1417,1389,918,5661,657,379,1412,1353,26244,845,2123,467,1988,3317,1099,377,12955,640,209,2204,7356,1287,7339,5845,2767,23462,194,987,8678,571,677,9677,6448,5354,6117,2226,38738,6289,8348,5336,7024,3381,1861,44274,3437,82690,11985,11361,33694,4299,16467,3096,7199,21539,3983,1065,7849,3830,3758,7295,112448,17439,40761,7928,19070,16584,17924,48569,8203,3554,5499,6683,29259,19751,1791,265902,6483,1657,22674,4294,6234,10009,3076,3007,1926,49344,13155,15944,3844,22063,13343,8498,11393,13206,2408,6058,46538,2729,4055,1398,24777,4488,10799,11111,2443,2775,11096,6980,875,1437,30422,4272,14045,28311
