Data,R1_Desligados,R2_Desligados,R3_Desligados,R4_Desligados,R5_Desligados,R6_Desligados,R7_Desligados,R8_Desligados,R9_Desligados,R10_Desligados,R11_Desligados,R12_Desligados,R13_Desligados,R14_Desligados,R15_Desligados,R16_Desligados,R17_Desligados,R18_Desligados,R19_Desligados,R20_Desligados,R21_Desligados,R22_Desligados,R23_Desligados,R24_Desligados,R25_Desligados,R26_Desligados,R27_Desligados,R28_Desligados,R29_Desligados,R30_Desligados,R31_Desligados,R32_Desligados,R33_Desligados,R34_Desligados,R35_Desligados,R36_Desligados,R37_Desligados,R38_Desligados,R39_Desligados,R40_Desligados,R41_Desligados,R42_Desligados,R43_Desligados,R44_Desligados,R45_Desligados,R46_Desligados,R47_Desligados,R48_Desligados,R49_Desligados,R50_Desligados,R51_Desligados,R52_Desligados,R53_Desligados,R54_Desligados,R55_Desligados,R56_Desligados,R57_Desligados,R58_Desligados,R59_Desligados,R60_Desligados,R61_Desligados,R62_Desligados,R63_Desligados,R64_Desligados,R65_Desligados,R66_Desligados,R67_Desligados,R68_Desligados,R69_Desligados,R70_Desligados,R71_Desligados,R72_Desligados,R73_Desligados,R74_Desligados,R75_Desligados,R76_Desligados,R77_Desligados,R78_Desligados,R79_Desligados,R80_Desligados,R81_Desligados,R82_Desligados,R83_Desligados,R84_Desligados,R85_Desligados,R86_Desligados,R87_Desligados,R88_Desligados,R89_Desligados,R90_Desligados,R91_Desligados,R92_Desligados,R93_Desligados,R94_Desligados,R95_Desligados,R96_Desligados,R97_Desligados,R98_Desligados,R99_Desligados,R100_Desligados,R101_Desligados,R102_Desligados,R103_Desligados,R104_Desligados,R105_Desligados,R106_Desligados,R107_Desligados,R108_Desligados,R109_Desligados,R110_Desligados,R111_Desligados,R112_Desligados,R113_Desligados,R114_Desligados,R115_Desligados,R116_Desligados,R117_Desligados,R118_Desligados,R119_Desligados,R120_Desligados,R121_Desligados,R122_Desligados,R123_Desligados,R124_Desligados,R125_Desligados,R126_Desligados,R127_Desligados,R128_Desligados,R129_Desligados,R130_Desligados,R131_Desligados,R132_Desligados,R133_Desligados,R134_Desligados,R135_Desligados,R136_Desligados,R137_Desligados,R1_Admitidos,R2_Admitidos,R3_Admitidos,R4_Admitidos,R5_Admitidos,R6_Admitidos,R7_Admitidos,R8_Admitidos,R9_Admitidos,R10_Admitidos,R11_Admitidos,R12_Admitidos,R13_Admitidos,R14_Admitidos,R15_Admitidos,R16_Admitidos,R17_Admitidos,R18_Admitidos,R19_Admitidos,R20_Admitidos,R21_Admitidos,R22_Admitidos,R23_Admitidos,R24_Admitidos,R25_Admitidos,R26_Admitidos,R27_Admitidos,R28_Admitidos,R29_Admitidos,R30_Admitidos,R31_Admitidos,R32_Admitidos,R33_Admitidos,R34_Admitidos,R35_Admitidos,R36_Admitidos,R37_Admitidos,R38_Admitidos,R39_Admitidos,R40_Admitidos,R41_Admitidos,R42_Admitidos,R43_Admitidos,R44_Admitidos,R45_Admitidos,R46_Admitidos,R47_Admitidos,R48_Admitidos,R49_Admitidos,R50_Admitidos,R51_Admitidos,R52_Admitidos,R53_Admitidos,R54_Admitidos,R55_Admitidos,R56_Admitidos,R57_Admitidos,R58_Admitidos,R59_Admitidos,R60_Admitidos,R61_Admitidos,R62_Admitidos,R63_Admitidos,R64_Admitidos,R65_Admitidos,R66_Admitidos,R67_Admitidos,R68_Admitidos,R69_Admitidos,R70_Admitidos,R71_Admitidos,R72_Admitidos,R73_Admitidos,R74_Admitidos,R75_Admitidos,R76_Admitidos,R77_Admitidos,R78_Admitidos,R79_Admitidos,R80_Admitidos,R81_Admitidos,R82_Admitidos,R83_Admitidos,R84_Admitidos,R85_Admitidos,R86_Admitidos,R87_Admitidos,R88_Admitidos,R89_Admitidos,R90_Admitidos,R91_Admitidos,R92_Admitidos,R93_Admitidos,R94_Admitidos,R95_Admitidos,R96_Admitidos,R97_Admitidos,R98_Admitidos,R99_Admitidos,R100_Admitidos,R101_Admitidos,R102_Admitidos,R103_Admitidos,R104_Admitidos,R105_Admitidos,R106_Admitidos,R107_Admitidos,R108_Admitidos,R109_Admitidos,R110_Admitidos,R111_Admitidos,R112_Admitidos,R113_Admitidos,R114_Admitidos,R115_Admitidos,R116_Admitidos,R117_Admitidos,R118_Admitidos,R119_Admitidos,R120_Admitidos,R121_Admitidos,R122_Admitidos,R123_Admitidos,R124_Admitidos,R125_Admitidos,R126_Admitidos,R127_Admitidos,R128_Admitidos,R129_Admitidos,R130_Admitidos,R131_Admitidos,R132_Admitidos,R133_Admitidos,R134_Admitidos,R135_Admitidos,R136_Admitidos,R137_Admitidos
2001M02,1396,2724,65,1140,3,21,6963,17,784,12,797,93,6800,697,391,2948,99,1007,1538,1729,3622,1458,273,423,366,281,3873,184,183,1085,1003,14725,241,1180,199,1251,1799,513,214,8910,442,99,1620,6695,519,876,1617,7791,16066,174,458,7887,50,276,4367,674,949,2510,1321,19191,2055,4605,3866,3183,614,712,15507,1812,47597,6916,4903,12300,1748,8566,1676,3282,10418,2105,708,3540,2433,1752,4893,70492,9376,20586,3905,8660,8617,9128,25943,3354,2445,2334,5504,20579,12559,1220,161414,2776,965,12761,1690,3638,6152,1773,1759,1502,30078,9683,9180,3152,13761,7572,5620,7362,9128,2003,4567,38842,2337,4831,1054,5167,2663,2472,3942,689,1042,4782,2424,351,515,16113,1638,4600,14250,2285,3741,94,1399,44,17,11107,66,1184,72,1193,178,9913,2633,743,5475,126,1119,3140,4634,5841,1779,427,426,538,322,4006,320,366,1782,1893,17791,686,1220,960,2507,1889,642,329,8507,865,330,2025,5412,1003,1694,2902,2688,18520,121,718,6088,337,861,5755,1244,2508,3148,1806,23741,2971,6846,4075,6924,2536,1985,21500,3762,67462,11708,7226,17276,3947,14734,2814,4499,26567,4127,1336,4432,3392,4091,6368,83582,14765,24227,5762,12867,6933,11995,33218,5126,3187,4646,6396,26497,17087,1660,214117,3579,1372,15303,2021,4367,8725,2667,2663,1722,36941,14594,13113,6357,19308,10799,7999,8821,13255,2765,10861,41986,2682,4034,1107,12259,4237,4806,8053,1832,1955,9414,4742,896,918,22978,2933,10915,22116
2001M03,1924,3350,68,1315,11,32,8535,30,611,14,885,158,9553,823,400,3632,26,1087,1832,1630,4622,1337,327,414,256,442,4076,236,255,1445,949,17389,435,631,247,1141,2045,548,229,7236,534,103,1911,6072,790,1248,2086,14524,22204,93,518,16972,53,399,5723,1008,1589,3455,1277,23462,2634,6108,2235,4005,723,1078,16312,2406,54029,7727,5629,13834,2243,9546,1794,4125,15465,2827,896,4129,3131,2528,6047,87404,8526,17238,4593,10370,12045,9915,29513,3926,2757,3601,5536,25285,15560,1484,185373,3524,1090,14748,2251,4190,6963,2012,2265,1506,35654,9363,10777,4069,15906,10401,7144,8933,11969,2568,5453,48909,3330,4594,645,6379,3112,3788,4309,912,1248,6599,3122,488,600,19383,1847,5447,18158,2664,4709,233,1593,93,81,11255,133,795,36,1477,345,9945,1525,546,5147,160,1584,2394,2498,5123,2171,540,553,1436,569,4593,346,363,1228,2288,17431,473,1375,275,1359,2130,965,582,8973,835,155,2155,6204,1130,2222,2677,2646,21120,120,503,5363,165,657,6053,1438,3654,4623,1984,26552,4745,9342,2450,6589,1459,1454,22881,2495,61529,9095,6482,15517,2575,12189,2208,5451,16847,2616,1213,4395,3428,3016,6655,92394,10999,23240,6206,11317,7685,12011,33745,5969,2925,4714,5833,28447,17027,1579,218420,4368,1731,17831,2378,4855,9435,2455,3355,1835,42351,10921,13103,4703,18316,11379,9909,13775,11703,3693,11007,58687,4882,6916,992,9051,3945,4505,7953,1357,4928,7398,4978,657,1037,22951,3150,7954,26915
2001M04,1745,3115,64,1069,5,13,7266,45,501,27,984,191,7113,567,324,2883,40,678,1756,1455,3851,1104,276,308,323,265,3499,368,173,804,1071,13820,189,562,266,965,1482,491,149,9526,485,86,1445,4365,594,1052,1829,2747,16404,73,567,13287,143,266,4765,729,1334,2484,1023,23773,2063,4455,2020,2669,654,810,15688,1720,48528,6533,4560,11767,1586,8452,1385,3713,11255,1490,740,4278,2913,1911,4564,73094,8391,22872,3785,9297,5608,10664,28600,2998,2395,3216,4754,22889,13366,1305,171550,2588,1035,13633,1877,5279,5862,1610,1823,1395,33010,7880,9048,2944,14606,7552,5518,8491,8642,1957,4991,41316,2754,4883,569,5612,3875,2631,4976,889,1031,5687,3550,343,513,16399,1706,5036,14579,2735,4731,115,1458,107,29,10222,43,807,38,1338,256,10500,951,519,4273,66,1414,2083,2095,4848,1825,369,503,927,389,4722,480,249,806,2019,15616,402,1007,356,2063,2042,855,389,10692,614,167,1773,5067,906,1411,2526,4155,20419,121,576,6056,138,674,6025,1257,3602,4748,1820,27493,3251,9896,2084,4718,1186,1663,20165,2133,60592,8273,6972,16129,2384,11714,2436,7813,13968,2533,986,5401,2900,2582,7113,88522,9708,24004,8414,13560,8288,11098,33730,5249,2757,4465,5038,27212,17354,1499,204211,6709,1798,18240,2586,6063,7575,2369,2235,1733,38526,8828,12395,3653,15432,9445,8364,11419,12032,3117,6920,53468,3386,4905,898,7404,3161,4570,5221,1587,2760,6946,3468,624,809,23594,3341,9119,21475
2001M05,1849,3627,51,1261,4,20,7951,32,710,19,851,94,7982,689,371,3247,35,966,1801,1800,4608,1497,293,333,885,318,3972,391,426,972,978,18733,255,684,334,1121,1650,578,144,6958,964,120,2747,4700,722,1442,2085,2131,17625,89,776,4971,117,348,5396,1061,1770,2799,1048,23079,2457,4908,2172,4044,670,903,18706,1805,53471,7196,5805,12917,1849,10243,2157,5465,13373,1773,758,4346,3089,2041,5727,81881,9035,17471,5208,10633,6757,10600,29425,4049,2796,4011,4966,24413,13895,1341,186362,2853,1296,13527,1996,4198,5742,1608,2092,1731,33449,8959,10030,3860,13239,9180,6143,9182,10617,2621,6631,46338,4246,4894,588,6076,2754,2757,5356,1023,1521,6428,3512,383,569,19422,2385,5948,18213,2654,4554,163,1814,55,17,9802,29,922,35,916,166,10275,1184,533,4389,36,1501,2390,2312,5657,2338,424,471,1015,495,4210,291,324,1251,1186,17100,297,939,263,1541,1602,663,315,8755,740,166,2024,5685,691,1530,2943,3644,20335,117,627,6811,149,608,6438,1642,2259,3867,1746,28665,3305,8569,2910,4700,1236,1619,29739,2566,58036,9101,8668,23594,2616,13945,3239,9560,15356,3486,915,6822,2952,2477,6482,90649,19492,41158,13987,20398,12838,21863,38744,7931,3311,9612,6027,26424,16676,1363,206902,6907,3092,18441,5641,4978,7349,2240,2304,1856,36834,8178,11372,3169,16098,9632,7485,8806,9919,2570,6140,47923,2467,4506,993,7199,4191,4149,6633,1256,4322,7053,5189,616,781,24751,2520,7981,21342
2001M06,1899,3205,78,1177,3,14,7098,32,680,23,1076,95,7991,683,352,3350,32,1056,1586,1708,4183,1502,368,337,483,299,3897,186,193,1023,928,15904,274,596,236,1003,1431,558,132,7058,455,116,1700,4303,709,1439,1866,1672,16284,222,374,4811,126,361,5786,1228,1647,3055,1080,21890,2546,6482,2194,3312,614,945,19405,1865,51883,6750,5340,13182,1650,9810,2600,6432,12038,2062,683,3971,2569,1810,4946,84910,8544,16412,3891,9484,5560,9344,28591,4110,2603,2782,4651,23354,14973,1200,176626,2464,1291,13975,2204,3782,5942,1555,1865,1309,38581,6219,8719,2397,12337,8044,5979,7059,8776,2350,6939,40993,3048,3976,658,5730,2195,2590,3692,694,1240,5528,2420,439,555,19097,1823,5126,16088,2767,4302,206,1832,13,50,8940,82,867,18,1133,188,10512,1195,743,4388,53,1469,2044,2203,4960,2134,453,1505,1124,763,4087,480,537,1376,1430,17555,193,908,239,1475,2778,696,250,6971,489,129,2565,5887,991,1479,2266,5090,20360,251,756,6357,156,363,5291,1265,1548,2818,1832,24438,3397,6418,4171,4434,2968,1209,32830,4135,57388,8745,7848,24358,2707,11519,2308,5697,13942,2192,862,6883,2632,2062,5862,83234,13233,29513,6853,14592,12548,14596,31807,5968,3712,4687,6164,23921,13823,1161,185406,3339,1534,17243,5422,4037,6661,1895,2373,1664,32532,7497,10036,2909,13150,8277,6244,8537,8969,2268,4906,42251,2489,3791,691,6189,2965,4107,6020,1075,2220,5982,4485,528,835,20300,2501,7086,18605
2001M07,1921,3208,97,1048,10,13,9186,29,639,19,872,145,9131,683,399,3172,29,1002,1782,1592,4390,1331,267,423,510,448,3633,230,205,997,1444,18886,222,841,228,1282,1340,495,103,56336,718,99,1582,5475,660,1212,2093,1738,21047,68,448,4439,60,394,4728,982,1383,2802,1040,23109,2672,7564,2888,4039,1235,1366,22532,1928,57843,7328,6336,17602,2065,11176,2282,4345,12664,1990,773,4299,2829,2044,6314,79666,8105,17339,4182,11802,6238,10222,29488,4110,3034,2930,4298,22208,13793,1156,175639,2946,1217,13267,2136,3700,6013,1678,1768,1540,32510,6807,9522,2970,12405,8948,5741,7520,8543,2317,11207,42126,2679,3620,587,5798,3430,2632,4378,971,3452,5387,2869,447,493,18300,1810,5850,15843,2753,4260,123,1635,5,12,9840,60,727,19,1218,167,8939,1423,727,4307,93,1447,1888,2554,5400,1732,491,435,621,641,5475,577,269,1541,1122,17806,259,791,221,1921,2392,524,266,7605,404,135,1565,6874,1007,1634,1990,3210,20451,245,836,5993,157,645,7087,1169,2029,2922,1497,27304,3484,6608,4104,4533,1872,1061,25841,2313,54381,8695,6616,21954,2689,10670,1778,5120,14786,2680,1248,5642,3141,2470,6032,88066,12084,23086,5862,13583,12076,12031,30733,4579,3550,4319,5151,23699,16686,1099,179623,3073,1388,15537,3189,3913,7324,1963,2268,1660,39852,7891,10218,3252,13520,8768,6559,8897,9162,2176,4979,44616,2835,3586,812,7195,3462,3399,5646,1036,1626,6537,3448,590,753,20699,2463,6770,17673
2001M08,2154,3320,86,1000,8,20,7809,35,818,47,944,119,8554,756,442,3642,35,1022,1569,2236,4967,1375,295,366,797,357,3767,239,247,947,647,16050,230,2658,1008,1250,1418,579,117,6810,477,237,1771,5010,583,1130,2050,4402,17115,87,564,4117,130,313,5290,1067,1480,3112,1249,26470,3455,5386,3570,4696,1791,952,29864,1864,53913,7651,6370,22954,2308,12067,1921,4033,14356,2197,804,5391,2818,1736,7628,86372,8413,18943,5204,11117,7688,10514,31438,4538,3948,3015,4706,24414,14907,1320,193813,2810,1405,13912,2490,3982,6148,1824,1987,1511,32300,6724,9909,2721,13142,8350,6122,7258,8263,2120,5627,43616,2289,3981,587,6289,2665,3133,4485,1575,1327,6008,3296,519,729,19630,2074,5873,17656,2757,4451,105,1794,38,47,9728,73,1081,22,1461,203,9919,1053,1019,5123,110,1506,2546,2632,6072,2070,341,500,613,612,4534,1004,541,1280,1175,22670,437,1421,358,1681,2707,490,217,7976,467,118,1834,8527,1049,2787,2697,3067,20348,213,446,6816,283,510,6307,1047,3146,3538,1343,25868,3474,6051,3490,4355,1185,1233,24400,2485,57975,8953,6487,19369,2578,11672,1975,5381,15616,2674,928,6135,2831,2292,5498,93345,10196,20597,6373,12084,10565,11163,32596,4844,3154,4521,5897,25382,15004,1223,200362,3711,1634,15872,2782,4262,7668,2304,2391,1969,34336,9310,12011,3285,16144,9472,7806,10565,9744,2387,5562,48193,3050,4463,779,7676,3638,4045,5839,1079,1732,6570,3605,617,807,22645,2645,7605,19605
2001M09,2083,2942,63,972,3,5,7406,31,580,16,954,125,8504,841,496,3484,45,1095,1928,1734,4341,1192,391,1266,351,380,3626,413,215,1069,812,14495,209,505,155,1431,1306,372,110,5533,413,63,1272,5129,608,1311,1627,5182,18912,128,414,5014,104,218,4864,973,1693,2793,1343,25299,2779,5239,2930,3690,1659,886,24151,3833,48308,6256,6848,24141,2328,9288,1189,4552,10299,3206,722,5973,2481,1870,4434,73343,8052,15849,4556,9271,7452,9075,27232,3448,3280,3016,3493,21458,12248,1044,163351,2523,1192,12878,2119,3551,5309,1611,1729,1295,29979,6377,8833,2286,11725,7564,5692,6671,8650,1932,4239,36842,2181,3258,507,5248,2871,2594,4449,760,1395,5310,3707,425,685,17593,2226,5278,17513,2403,3828,75,1452,6,13,9558,46,778,22,1246,207,9765,1656,837,4349,75,1249,1712,1944,5001,1803,613,474,503,573,3665,301,288,1137,1367,16664,253,1622,469,1792,2363,496,173,9522,438,120,1766,6268,754,2305,2962,19126,23307,174,827,21321,146,347,5742,1071,2988,3473,1203,24477,3607,4998,2988,3900,894,818,17268,2254,53449,8822,5897,14119,2369,9581,1505,4674,14033,1930,991,5245,2799,2107,5373,84612,8902,17804,5160,11009,7417,10007,29918,4371,2391,3526,5654,22790,13270,1366,183824,3304,1616,13837,2059,3912,6882,2273,2471,1542,31684,7841,10195,2908,14252,8899,6697,8930,8351,2059,4820,40556,2792,4241,658,6987,3001,3254,4684,1010,1574,6313,3286,537,778,20171,2153,7004,19033
2001M10,1940,3374,65,1144,6,9,7971,28,766,19,1846,173,9218,1218,503,3551,34,1119,1788,2028,4379,2091,356,358,520,233,4953,527,185,717,659,14052,178,715,180,1091,1465,468,163,7447,608,76,1216,5976,612,2097,1936,5983,18466,112,403,6340,98,353,5113,866,2250,2414,1049,23265,2343,5302,3409,3744,1762,1126,19795,1981,47690,8465,4657,17904,1985,9077,1590,6021,11831,2066,699,5982,5209,1725,5063,77674,13053,18702,7959,9517,7199,10687,26514,5281,2341,3789,4089,21390,13909,1238,167209,2958,1487,12394,2221,3424,5591,4911,1907,1418,32002,6486,9208,2924,12089,8600,5463,7207,8540,1962,4185,39640,2459,3533,793,5180,3099,2774,5312,756,3417,6149,3259,406,919,21390,2834,6401,15406,2202,3566,71,1163,9,16,10692,59,803,26,1113,174,8852,951,595,3741,46,1330,1723,2024,5204,2012,391,458,1029,285,4088,157,184,1846,1232,17565,285,1018,388,1427,2003,436,182,7690,480,84,1876,5235,708,1720,2468,10775,20728,104,441,23894,218,471,7270,1272,2177,3271,1141,25984,2761,5084,3072,3606,748,839,16959,2096,51658,8982,5713,12959,2025,9219,1499,4738,14747,1910,977,5225,2546,2217,5389,81392,10695,19202,4412,10434,7384,10888,29089,4496,2662,3786,5947,24859,14384,1450,181080,3368,1775,14590,1962,4100,7031,5379,2380,1473,33657,9851,11151,3864,14763,9288,6911,9807,11267,2314,5100,44684,4022,5686,753,6798,3344,3559,5545,856,1589,6271,3511,493,719,22538,2098,7158,18266
2001M11,1938,3607,115,1325,71,35,9122,25,649,18,875,133,8317,763,710,3915,40,1089,2335,1842,4359,1394,290,376,1000,290,4069,606,235,918,884,14617,185,750,201,1057,1449,472,153,10154,619,129,1517,5512,621,2125,1774,3040,15695,98,327,19856,50,361,5891,874,3447,2543,1021,21992,2257,5061,3914,2979,821,1389,21931,2902,51110,7771,4466,14377,1825,8090,1291,4395,11132,1753,546,4941,2186,1601,4020,69967,13814,31471,8975,13257,10008,17484,28556,5595,2363,7672,5170,20949,12254,1013,156002,4756,2793,19482,2554,3510,5610,1620,1683,1219,28593,6884,8993,2783,11502,8247,5395,7384,7366,1935,4118,37378,2330,3461,646,6552,3162,3774,4717,876,5642,5396,3704,424,924,21618,1988,10811,15197,2151,2872,56,1202,5,32,10809,54,659,11,1901,130,8541,1152,423,3077,89,1384,1705,2087,4581,1793,296,431,783,332,3765,307,244,1049,1117,16617,281,984,270,1287,1946,291,213,9781,436,94,1837,6541,604,1436,2225,5133,22177,102,464,15146,66,350,5417,825,1768,3231,1016,23261,2770,4878,1648,3688,835,774,16755,1680,49678,7866,4843,10914,1862,9074,1570,4757,12629,1579,701,6231,4996,1988,5189,77785,8392,18805,5029,10018,7499,11003,27800,4009,2161,6381,5438,22821,13159,1220,169605,2345,1414,14544,1865,3863,7183,1680,1933,1392,31259,9568,9245,3911,13273,9824,6278,8480,10216,2221,5314,41129,3237,6809,652,6440,2457,3170,4109,695,1516,7799,2775,445,771,20601,1690,6254,18624
2001M12,2899,4644,374,1833,196,38,11146,81,716,295,1994,179,8247,1271,1163,6230,244,1801,2508,3113,4809,2172,284,490,568,426,3561,328,280,999,1325,13148,431,803,318,4171,1996,598,201,10141,477,110,1947,6412,846,2507,1878,3659,19056,298,620,8370,61,499,8352,1037,4286,4450,1875,21119,3073,8474,3276,6314,1163,1350,19125,3034,96471,10682,7533,14772,3359,13455,2886,4855,22659,3806,2504,4791,2710,2634,5521,74280,21096,43439,12489,20848,14316,16739,32631,8811,2370,10640,6509,25760,14592,996,199681,8140,1468,16494,5304,3675,6541,2020,2483,1386,36671,13420,12128,5846,16887,28407,8651,10730,10029,2236,5866,41161,3331,7918,729,7841,3823,7075,6635,1557,1853,7582,4173,504,1264,20129,1712,6692,20731,1720,2047,133,941,2,12,7288,8,531,13,777,71,6677,489,170,1790,82,1082,1050,1176,3255,1062,208,268,513,263,3180,136,148,685,556,11579,132,575,116,745,1560,377,151,5380,264,60,1288,3174,542,1105,1644,1772,15143,54,270,4414,50,286,3895,599,1066,2351,720,17349,1960,3989,1257,2790,481,617,10958,1186,36615,6148,3016,8432,1464,6953,920,3439,11154,1364,800,4141,2035,2035,4430,63768,5179,13547,2445,8217,4324,6813,19195,2971,1815,2047,3472,17699,10576,1166,126825,1380,919,12011,1136,2827,4668,1255,1229,975,24841,5816,6175,2130,11292,9731,4605,6666,5751,1834,3910,33609,2580,3715,478,4301,1410,1908,1957,437,2669,4608,2105,386,454,15334,1174,4894,12425
2002M01,1501,2738,121,1601,5,14,8223,39,604,11,955,124,8512,1195,477,3024,20,1371,1501,1500,4043,1330,287,533,469,353,3642,280,237,893,935,15208,273,936,224,1210,2069,457,197,6425,516,105,1561,5811,691,1098,1921,3946,19173,116,480,5060,67,495,4443,907,1652,2446,926,20606,2220,4443,2097,3471,867,849,13750,1778,43454,7796,4628,11421,2038,8795,1394,4110,11310,1654,800,5387,2199,2075,5766,74986,10144,18108,4877,9023,9120,9267,25851,3359,2290,3958,5006,19625,12492,1130,155251,3194,1187,12829,3242,3829,5638,1759,1882,1507,26102,7285,9810,3173,14045,8605,5771,7754,7606,2151,5150,37425,2715,5134,635,6292,2416,2785,3843,704,1324,6173,2360,428,735,19151,1553,6209,13692,2461,3738,160,1431,19,52,11473,176,986,32,2094,365,10809,1471,482,5334,122,2148,2921,3101,5448,2104,448,520,437,776,4614,230,281,1194,2440,19106,1224,1523,364,4280,2358,783,322,8399,687,464,2774,8960,1291,1788,3252,3968,22654,284,469,7016,206,826,10828,2180,2188,4939,2257,32998,4175,10180,5774,5005,1467,1214,17564,2766,64812,8998,7201,15812,2457,12005,2081,5207,19182,2370,2118,6019,3387,4413,6934,93458,16799,28190,4531,11999,8080,12204,33037,5456,2701,4860,6019,24927,15723,1692,194740,3420,1153,15157,2164,4872,7173,2224,2853,1909,33928,13002,13128,5897,20521,11366,8604,10313,12290,2655,9461,49340,3197,4542,1209,7382,3391,5281,7198,1759,1770,7600,4908,928,1099,24811,3215,10598,19029
2002M02,1787,2785,96,1170,21,13,7861,48,667,43,809,131,7656,1020,494,3031,26,1118,1548,1628,4056,1318,299,309,713,304,3382,214,185,1252,852,16207,491,1392,208,1178,2125,306,198,6325,547,96,1720,5855,724,1061,1628,7830,19786,119,413,5234,70,333,3947,987,1621,2708,959,19611,2265,5200,3382,3002,842,807,13786,1533,42685,7001,4949,11300,1913,8017,1441,3710,12325,1765,580,4464,2469,2266,5106,68805,7640,15921,3985,9125,7986,8244,26411,3314,2093,2886,5380,21279,13046,1302,164642,2711,1240,12609,1774,3506,6654,1866,1963,1493,29090,9679,9397,3338,15870,9420,6343,7780,9903,2046,4580,40116,2637,3445,638,6143,2393,2959,4358,792,1311,6070,4013,471,793,17807,1725,5703,14617,2884,3494,110,1307,11,14,9651,74,960,18,1251,474,9466,2708,670,4059,25,1462,2767,3000,4586,1970,365,753,613,356,4319,213,335,3434,1944,17934,701,1295,317,2254,1836,722,279,8213,1123,321,2143,5417,1143,1930,3347,2440,17736,308,489,5390,320,539,6795,2743,2362,4115,1751,24121,3985,6590,3277,7346,2092,1806,20636,3006,56465,10466,7772,15447,3529,12298,2354,4973,23855,3310,1234,5202,3073,3399,6618,82021,14146,26335,6812,11969,7963,11885,32191,5904,2593,4972,6383,24267,14852,1619,206858,3633,1734,16237,2273,4661,8478,2604,2895,1706,37541,15581,13540,6876,20424,10795,7613,9608,13566,2188,11240,39639,2864,3934,1185,10237,4318,6030,9315,1537,2285,8769,5206,1097,1016,26964,2922,9174,21448
2002M03,2202,3313,53,1332,21,30,8261,33,654,17,934,247,8320,1070,438,3407,23,1193,1601,1693,4757,1304,391,354,362,337,3890,180,186,1026,1014,16502,247,652,334,1385,2287,471,171,7223,461,129,1651,6172,760,1508,2011,12060,18318,99,446,11349,144,492,5097,962,1511,3028,1051,24936,2499,5502,2850,3858,855,982,15123,1878,50635,7083,5539,12230,2106,9843,1627,4711,14743,1796,912,4603,2800,2351,6997,86037,7844,18984,4437,10178,6279,9268,29560,4001,2534,3126,5573,20520,13271,1600,181992,3263,1673,14609,1934,3870,6941,1826,2178,1522,32021,10580,9745,3768,14614,10275,7087,9102,12468,2547,5639,45129,3155,3703,593,7746,2667,3904,4923,932,1173,7393,3802,534,661,19454,2019,5704,17067,3960,4980,590,2234,14,129,11476,227,878,34,1752,342,10388,2581,698,3984,100,1625,2299,2691,4967,2077,764,1172,1563,698,5356,517,345,1830,1747,17778,710,1038,730,2563,2599,860,396,8094,997,335,2538,5437,1056,2146,3194,2203,19684,203,2158,5912,132,831,6649,2371,3812,4801,2959,32866,4422,10805,3181,7338,1611,1752,21285,2238,58018,8421,7336,15643,3535,12155,2111,5855,18318,2485,1520,6258,3308,3126,7925,94644,12388,24731,7184,11299,8762,11325,34579,5076,3387,4656,6124,24509,14077,1781,215612,5555,1916,17944,2415,4746,8754,2586,3383,1923,36872,12141,12984,4247,18590,12967,9171,12849,11901,3111,10256,52361,4500,5708,1201,9298,3462,4844,8812,1781,5161,9583,6137,683,1143,24564,3865,9034,24160
2002M04,2072,3311,92,1070,6,26,7890,109,915,32,822,125,8488,961,468,2633,9,1053,1729,1696,3826,1301,270,390,700,327,3564,170,226,922,880,15115,242,589,306,1625,1914,458,103,6468,411,143,1589,5009,722,1493,2089,4299,17142,98,669,17725,120,408,6111,1028,1572,3196,1622,24549,2333,4905,2430,3366,830,910,17261,1886,51315,6993,5499,12776,2026,9497,1578,4835,15257,1696,1043,5158,2673,2252,6000,83128,11762,26789,4525,10261,6486,12262,30563,3787,2499,4061,4904,20060,12430,1152,178309,3932,2008,15367,1933,4290,6680,1869,1915,1489,34008,8981,10662,3290,14491,8962,6688,8887,10361,2184,5466,43569,3008,3937,674,6942,3149,2923,5990,992,1360,5501,4741,524,820,19903,1959,6498,15587,2713,4935,457,2038,127,336,11933,142,833,36,2216,337,10623,1527,666,5335,23,1556,2496,3335,6147,2235,621,626,1504,491,4567,301,357,1388,2328,19214,784,643,1061,1593,2222,837,346,7887,763,200,2305,6385,1141,2109,3529,3219,20649,203,753,6049,254,736,7127,2162,4205,4574,1920,32898,4520,9817,2668,5828,1480,1450,22549,2372,60976,9470,8284,23499,3190,11995,2506,8218,18459,3050,1050,5988,3126,2497,6924,94034,15269,42866,11514,18432,12590,14068,39699,6480,3564,6441,6468,23340,15942,1712,217217,5821,3752,23562,3265,4965,8027,2656,2851,1875,36939,10860,13374,3702,16395,11025,8226,12503,14379,3380,7280,51571,3059,5139,1267,9764,4602,4782,7135,1723,5596,8923,5550,641,958,26666,2560,10478,22491
