Meso,NIV_1995M01,NIV_1995M02,NIV_1995M03,NIV_1995M04,NIV_1995M05,NIV_1995M06,NIV_1995M07,NIV_1995M08,NIV_1995M09,NIV_1995M10,NIV_1995M11,NIV_1995M12,NIV_1996M01,NIV_1996M02,NIV_1996M03,NIV_1996M04,NIV_1996M05,NIV_1996M06,NIV_1996M07,NIV_1996M08,NIV_1996M09,NIV_1996M10,NIV_1996M11,NIV_1996M12,NIV_1997M01,NIV_1997M02,NIV_1997M03,NIV_1997M04,NIV_1997M05,NIV_1997M06,NIV_1997M07,NIV_1997M08,NIV_1997M09,NIV_1997M10,NIV_1997M11,NIV_1997M12,NIV_1998M01,NIV_1998M02,NIV_1998M03,NIV_1998M04,NIV_1998M05,NIV_1998M06,NIV_1998M07,NIV_1998M08,NIV_1998M09,NIV_1998M10,NIV_1998M11,NIV_1998M12,NIV_1999M01,NIV_1999M02,NIV_1999M03,NIV_1999M04,NIV_1999M05,NIV_1999M06,NIV_1999M07,NIV_1999M08,NIV_1999M09,NIV_1999M10,NIV_1999M11,NIV_1999M12,NIV_2000M01,NIV_2000M02,NIV_2000M03,NIV_2000M04,NIV_2000M05,NIV_2000M06,NIV_2000M07,NIV_2000M08,NIV_2000M09,NIV_2000M10,NIV_2000M11,NIV_2000M12,NIV_2001M01,NIV_2001M02,NIV_2001M03,NIV_2001M04,NIV_2001M05,NIV_2001M06,NIV_2001M07,NIV_2001M08,NIV_2001M09,NIV_2001M10,NIV_2001M11,NIV_2001M12,NIV_2002M01,NIV_2002M02,NIV_2002M03,NIV_2002M04,NIV_2002M05,NIV_2002M06,NIV_2002M07,NIV_2002M08,NIV_2002M09,NIV_2002M10,NIV_2002M11,NIV_2002M12,NIV_2003M01,NIV_2003M02,NIV_2003M03,NIV_2003M04,NIV_2003M05,NIV_2003M06,NIV_2003M07,NIV_2003M08,NIV_2003M09,NIV_2003M10,NIV_2003M11,NIV_2003M12,NIV_2004M01,NIV_2004M02,NIV_2004M03,NIV_2004M04,NIV_2004M05,NIV_2004M06,NIV_2004M07,NIV_2004M08,NIV_2004M09,NIV_2004M10,NIV_2004M11,NIV_2004M12,NIV_2005M01,NIV_2005M02,NIV_2005M03,NIV_2005M04,NIV_2005M05,NIV_2005M06,NIV_2005M07,NIV_2005M08,NIV_2005M09,NIV_2005M10,NIV_2005M11,NIV_2005M12,NIV_2006M01,NIV_2006M02,NIV_2006M03,NIV_2006M04,NIV_2006M05,NIV_2006M06,NIV_2006M07,NIV_2006M08,NIV_2006M09,NIV_2006M10,NIV_2006M11,NIV_2006M12,NIV_2007M01,NIV_2007M02,NIV_2007M03,NIV_2007M04,NIV_2007M05,NIV_2007M06,NIV_2007M07,NIV_2007M08,NIV_2007M09,NIV_2007M10,NIV_2007M11,NIV_2007M12,NIV_2008M01,NIV_2008M02,NIV_2008M03,NIV_2008M04,NIV_2008M05,NIV_2008M06,NIV_2008M07,NIV_2008M08,NIV_2008M09,NIV_2008M10,NIV_2008M11,NIV_2008M12,NIV_2009M01,NIV_2009M02,NIV_2009M03,NIV_2009M04,NIV_2009M05,NIV_2009M06,NIV_2009M07,NIV_2009M08,NIV_2009M09,NIV_2009M10,NIV_2009M11,NIV_2009M12,NIV_2010M01,NIV_2010M02,NIV_2010M03,NIV_2010M04,NIV_2010M05,NIV_2010M06,NIV_2010M07,NIV_2010M08,NIV_2010M09,NIV_2010M10,NIV_2010M11,NIV_2010M12,NIV_2011M01,NIV_2011M02,NIV_2011M03,NIV_2011M04,NIV_2011M05,NIV_2011M06,NIV_2011M07,NIV_2011M08,NIV_2011M09,NIV_2011M10,NIV_2011M11,NIV_2011M12,NIV_2012M01,NIV_2012M02,NIV_2012M03,NIV_2012M04,NIV_2012M05,NIV_2012M06,NIV_2012M07,NIV_2012M08,NIV_2012M09,NIV_2012M10,NIV_2012M11,NIV_2012M12,NIV_2013M01,NIV_2013M02,NIV_2013M03,NIV_2013M04,NIV_2013M05,NIV_2013M06,NIV_2013M07,NIV_2013M08,NIV_2013M09,NIV_2013M10,NIV_2013M11,NIV_2013M12,NIV_2014M01,NIV_2014M02,NIV_2014M03,NIV_2014M04,NIV_2014M05,NIV_2014M06,NIV_2014M07,NIV_2014M08,NIV_2014M09,NIV_2014M10,NIV_2014M11,NIV_2014M12,NIV_2015M01,NIV_2015M02,NIV_2015M03,NIV_2015M04,NIV_2015M05,NIV_2015M06,NIV_2015M07,NIV_2015M08,NIV_2015M09,NIV_2015M10,NIV_2015M11,NIV_2015M12,NIV_2016M01,NIV_2016M02,NIV_2016M03,NIV_2016M04,NIV_2016M05,NIV_2016M06,NIV_2016M07,NIV_2016M08,NIV_2016M09,NIV_2016M10,NIV_2016M11,NIV_2016M12,NIV_2017M01,NIV_2017M02,NIV_2017M03,NIV_2017M04,NIV_2017M05,NIV_2017M06,NIV_2017M07,NIV_2017M08,NIV_2017M09,NIV_2017M10,NIV_2017M11,NIV_2017M12,NIV_2018M01,NIV_2018M02,NIV_2018M03,NIV_2018M04,NIV_2018M05,NIV_2018M06,NIV_2018M07,NIV_2018M08,NIV_2018M09,NIV_2018M10,NIV_2018M11,NIV_2018M12
4206,105670,106909,107035,108217,109073,108165,107283,106301,106378,105672,105733,103840,104885,105296,105889,106818,107081,107552,107011,106757,107060,107200,107674,104987,106332,107616,109292,111154,112184,113267,114124,115194,116150,116470,116881,114323,114997,116408,117394,118126,119427,119603,119920,120340,121432,122409,123036,120412,121466,121655,123357,124607,126170,127264,127925,128952,130557,131728,132529,129783,132196,134296,135560,137340,138369,139771,140997,142248,143465,143931,144847,141810,143908,146287,149052,151898,153240,153505,154323,156007,157012,158460,159343,155297,158130,159400,161484,163022,164011,165071,165389,167037,168689,169990,171110,167911,170147,171290,172294,174147,175160,175902,175997,177225,178769,179443,180131,176607,179472,180422,182718,184703,186239,187408,188837,191392,193594,193943,194751,190148,193207,195355,197807,200100,201402,202837,203058,204599,206505,207813,208450,204128,206879,209677,210855,213223,212939,213572,214492,215689,217176,218724,219345,214405,216889,218629,221129,223695,223933,224401,224758,226312,228058,229224,230637,226068,227705,230198,232981,235018,236064,237803,239349,241508,242906,243348,243993,236858,238382,240983,243303,245075,245357,246664,247669,249377,250823,252839,255293,249883,252221,256117,259341,261917,263805,265298,266221,268222,270422,272094,274091,268861,272766,277773,279457,282202,283518,284288,284452,285120,286808,287854,289766,284049,287229,291818,294875,297309,297929,298412,298776,298797,299664,300025,300181,293469,297178,301260,305077,308163,310004,311191,311775,312825,314245,315096,316290,308495,311432,317556,319226,322258,321983,322420,321790,322432,323211,323526,323783,315172,317587,322954,324148,325444,325357,325207,323943,323319,321889,322206,319726,310406,313065,317364,318894,320205,319355,318815,317661,318099,318164,317249,315558,306155,309154,314432,315412,317022,316907,316959,317232,317743,317911,318647,317745,310769,313406,317891,319364,320738,319787,319219,319587,320494,321040,322465,323289,316078
4301,219950,220869,223787,225001,222687,220569,218744,217638,217159,215550,214868,211674,211052,210552,213238,215903,215506,216208,217812,218939,219457,220438,221137,214796,218596,219908,225305,227433,229289,229232,232935,233718,234703,236245,236311,232803,234676,235298,240280,243260,243349,243864,244073,244972,245353,245811,245172,240691,241580,240890,244753,247579,246576,246906,246820,247344,247582,248586,249233,245495,246216,246084,248644,252948,253146,253314,252900,254828,255763,256491,256182,248880,254089,255548,260390,263318,262942,264420,265797,269104,271363,273963,275059,270995,273554,275382,279129,282745,282763,283137,283315,284772,286653,288731,289742,285056,286870,289593,293240,297044,297335,298048,298529,300161,302040,305374,306537,301977,305687,308906,313704,315273,317416,319809,322064,326155,328790,329770,329285,321292,325902,326374,328126,328479,328174,327975,327806,328307,329352,331096,333303,329190,331836,332895,335694,338059,337179,337291,337568,338222,339281,340854,342373,338948,341006,342305,346732,350064,350335,351979,353472,353661,357285,362122,365722,363014,366317,370244,376112,380432,382544,384978,387158,389960,391245,392845,392707,382395,387440,383912,394241,394858,395341,396948,398530,401401,404301,408473,411077,406747,410163,414347,421419,424521,425862,428914,431044,434369,436720,440575,443495,437692,441528,446183,452064,454135,455415,458022,460174,462948,464185,468969,471926,466607,470462,472647,476734,478919,478960,479154,482011,483209,484511,486382,487340,478031,483334,488051,495126,498892,500068,501565,503714,506749,509195,512725,515876,508958,512291,516812,520071,519166,519088,519358,519579,520612,521886,523325,525071,514654,517536,520197,523979,523271,521448,521368,518876,518634,518252,518113,517349,509337,511172,514440,518181,517740,515678,514252,513394,514096,513729,513690,513390,501574,505782,509629,517244,516801,514297,514644,515183,516462,516801,519257,520938,512136,515743,519411,525199,523790,521912,522072,522297,523554,524459,526969,529357,521731
4302,197321,200087,201721,203118,203247,199419,199782,197398,195450,194149,193263,189671,191159,191301,191440,192190,192729,193742,194428,195029,196169,196609,197278,193253,196789,198542,200242,201618,202812,203296,203921,203915,204528,205800,205862,200544,202976,204542,205610,207662,207279,206628,207028,207255,207575,207822,208593,203934,205438,207423,207127,209561,209492,210164,210267,211057,211941,215679,217100,213269,216479,222050,221960,225309,226066,226686,227169,228699,230134,232673,234007,230447,234533,238660,238394,241784,241086,241279,241898,243379,243080,245807,248657,244379,249063,252726,252159,256177,255272,256060,256019,256008,258018,262162,266225,258537,262408,270147,266766,270316,268085,269268,268690,269363,270650,272765,279150,269335,274973,285249,282089,286329,285944,285370,288043,289985,292017,296587,301046,290732,297239,304569,300889,304343,301046,300999,300171,300375,300226,302826,308351,300322,304057,313206,308196,312079,309573,309676,310182,311570,312573,314693,320086,311321,317863,325575,322744,326830,325908,326751,327571,329060,331440,335395,338174,331706,338949,345057,345742,347392,347571,349560,350850,352864,354813,357653,357823,345620,349725,350830,348168,349817,348397,347251,346853,348543,350702,355622,360390,351722,360887,368893,369435,373854,374548,375380,376270,379290,380888,385184,389219,382020,390714,396876,396640,400610,400097,401184,401930,404076,405501,407282,409417,400642,409290,414783,412270,416334,413631,413056,413579,414432,415607,417387,418886,408237,420086,424307,425954,427358,426536,426082,425702,426894,428262,429541,430869,420221,432051,441574,439442,439434,438136,436494,435445,437215,436591,436688,437679,425879,436274,440028,437630,435454,432583,431150,427319,425032,421874,419491,419289,409514,418403,422224,417742,414299,411780,410909,409071,408812,407116,407451,406641,396191,405390,410913,409954,408212,405836,404068,403134,404231,404243,405852,408340,399856,412302,418759,415654,414323,413206,412586,413156,414438,414295,415324,417405,408392
4303,54287,54493,55306,55671,55153,54782,54675,54410,54335,54513,54573,54099,54372,54392,55117,55267,55345,55487,55508,55569,55871,55996,56026,55154,56220,56318,57424,57931,57691,58099,58322,58483,58847,59346,59502,58765,59452,59442,60357,61166,61262,61131,61541,61698,62185,62548,63068,62263,63171,62415,63222,63746,63686,63924,63826,63972,64340,64755,65431,64683,66226,66393,67161,67999,67818,67795,67856,68443,68865,69252,69415,67932,68812,69574,70699,71859,71808,71726,71585,71852,71979,72331,72617,72215,72719,72861,73425,74621,73916,74053,74158,74611,74972,75171,75498,74852,75244,75479,76159,77017,76683,76535,76131,76323,76545,77153,77964,77617,78201,78292,79169,79621,79740,79641,80003,80578,81022,81592,82121,80903,82112,82362,83019,83357,83237,83114,82878,83202,83149,83563,84130,83751,84157,84493,85285,86178,86135,86167,86268,86609,86918,87551,88321,87744,88282,88644,89591,90427,89816,89970,89985,90066,90568,91364,92210,91577,92372,92733,93692,94753,94506,94362,94615,95442,95770,96246,96958,94947,95896,96318,97909,98484,98264,98267,98524,99095,99611,100007,100953,100155,100657,101279,102817,104006,104056,104552,105193,105862,106258,106983,108039,107359,107809,108445,110031,111065,111300,111552,112062,112865,113329,114250,115000,114016,114479,114464,116183,117139,116787,117564,117987,118451,118895,119460,119963,118516,119588,119867,122698,123843,123639,124217,124403,125186,125660,126209,127067,126154,126972,127842,129478,129611,129250,128956,129080,130013,130392,130629,130971,129112,129437,129404,131833,131628,130904,130879,130205,130329,130460,130348,130125,128676,128879,129432,130754,131318,130333,130036,129791,130133,129936,130112,130254,128394,129272,130016,131544,131925,131289,130910,130914,131602,131582,132068,132334,131387,131905,132421,133837,133786,133251,133344,133140,133522,133595,133964,134452,133510
4304,108649,112537,118615,120062,118357,114788,110799,107781,107519,107830,108081,107309,110249,114639,119211,119627,119418,115621,113300,112809,112897,113564,114351,111809,115131,121030,124305,126185,126559,125814,122638,118307,118005,118111,118400,116756,120134,124961,128175,129421,128384,125950,121527,121295,122715,123792,124482,122282,125602,127343,132299,134401,135226,135217,131184,127088,127221,128457,129543,127685,130854,135838,141343,144658,145576,145445,142356,137727,137578,137602,138297,134167,136535,142829,148383,150312,149821,147788,141560,141495,142076,142991,144187,142231,146542,153202,157819,159633,159151,156362,150149,148937,150004,149885,150624,147996,152026,160640,165540,166738,164291,160851,151524,153512,154251,155246,156041,152970,157059,164207,174539,172759,176669,175508,173145,164927,163849,164234,165045,160039,163956,169011,178235,181238,182114,179307,173591,166814,164343,164948,166483,163228,165931,171899,180930,183385,184135,183562,175848,173358,170440,170556,171568,168847,171738,177917,185383,188214,188409,184974,179094,174752,174633,174929,176025,174488,177541,184271,190212,189655,193372,192226,190119,184687,183770,184042,184522,179078,182130,186480,192767,196332,196450,196070,192861,188568,188027,187796,188841,185994,188621,193784,202133,205666,208144,207789,204876,202816,201634,202494,203963,200896,203172,207543,215392,218934,220573,221313,219362,215260,214254,215029,213863,211235,214073,217251,223330,226976,228343,227697,226575,224890,223036,223690,223317,218619,221239,225688,234254,237372,237647,237381,235996,232888,232544,233136,233024,229879,232748,238534,243873,247368,247926,247757,246155,244707,242459,241279,240030,235594,238958,242372,249034,251168,249873,249209,246430,242509,240404,238148,237245,232947,234633,239838,245577,246358,245888,244455,241565,238999,237294,237404,237147,232027,234993,239677,245122,248503,247942,246782,245526,242887,238913,239183,239103,236177,238496,243677,248204,251615,251749,251849,251435,246783,243118,243041,243294,239160
4305,985804,983657,990877,994618,996043,990368,984297,979019,977566,979993,980877,972567,978063,973437,978826,982273,981537,979940,980820,982424,985848,988940,991818,979050,989519,989541,995306,1001362,1005443,1005944,1006567,1010209,1014848,1017399,1018259,1004251,1015563,1013688,1022605,1029275,1033986,1034869,1036675,1042989,1047876,1048856,1051373,1041211,1050838,1037843,1047261,1052193,1057180,1061118,1064476,1070489,1076367,1082013,1088111,1079632,1094952,1100327,1104222,1113626,1120695,1126652,1132626,1139082,1145541,1148198,1155284,1143197,1158129,1161273,1171051,1183203,1184788,1186046,1188536,1193113,1196827,1201871,1205622,1198070,1209985,1209508,1216740,1224742,1225437,1227284,1230200,1231004,1237731,1240018,1247811,1238667,1252577,1258203,1260723,1268406,1271247,1272074,1269334,1270191,1273823,1278623,1284438,1277471,1292564,1294942,1303596,1310425,1317832,1326022,1332049,1342460,1350516,1359750,1367657,1356515,1375981,1374433,1377462,1382181,1382403,1383319,1380026,1385710,1388888,1397196,1402712,1392732,1403662,1406023,1408312,1413334,1415265,1416337,1419707,1422682,1436678,1443984,1448591,1445012,1457473,1458746,1460863,1468314,1470349,1471849,1474715,1478332,1487365,1496057,1504901,1500341,1518063,1522683,1531343,1537328,1542474,1550484,1556789,1562194,1568505,1571389,1574483,1555492,1568537,1565932,1568675,1569793,1571999,1572292,1575157,1584916,1594661,1607737,1620785,1613161,1629781,1634685,1649034,1662732,1672672,1679922,1688521,1699865,1708592,1717965,1730202,1720762,1738020,1748292,1756054,1766568,1774540,1779205,1785052,1790738,1795760,1804225,1807805,1795850,1812825,1815145,1827532,1837351,1840003,1841270,1846556,1853776,1857778,1863936,1868611,1854463,1870870,1878703,1887747,1894524,1897096,1895598,1899046,1906418,1913525,1918800,1924092,1910251,1926404,1941392,1946421,1955183,1954652,1952374,1953778,1952816,1958152,1958981,1960654,1933862,1946869,1950928,1953614,1950995,1944576,1936768,1927709,1922636,1915490,1911388,1906328,1885318,1897234,1897289,1893548,1895524,1889030,1885165,1878967,1879768,1877028,1877215,1871869,1850535,1865605,1868173,1866209,1865240,1860010,1858193,1858817,1858007,1857358,1861215,1864256,1849359,1864971,1871195,1876402,1876214,1873032,1870023,1869974,1870092,1868739,1873904,1877957,1861051
4306,88584,88865,90795,90754,88224,85642,83640,82824,82871,83039,83034,81589,81964,82202,83719,83038,81404,80889,81052,80803,80406,80459,80416,79312,80911,81254,83018,83244,81919,81205,81184,81614,81959,82202,82666,82006,82890,83402,85073,85282,83908,83006,83132,83584,84355,84874,85453,84844,86291,85618,87859,87854,86739,86501,86773,87277,87784,88388,89150,89008,90027,90728,91616,92264,90811,90572,90738,91169,91392,91876,92088,90893,92103,92448,94000,94632,92853,92294,92450,93211,93822,95385,96292,95541,96023,96250,97595,97646,95619,94954,94964,94865,95404,96135,97081,96062,96634,97269,98347,99231,97753,96802,96894,97708,98208,99417,100497,99684,100536,101697,103338,102787,102198,102136,102561,103504,104190,104996,105510,104289,106433,107445,109068,108735,107502,106721,106799,107173,107677,108366,109246,108443,108957,109850,111097,110926,109555,108905,108910,109744,110117,110457,111769,111572,112544,113960,115011,114793,113575,112875,112713,113202,114305,115569,116933,116709,117655,118584,120378,120620,119714,119633,120454,121569,122589,123368,124272,122356,123392,124689,126311,125986,125030,124595,124865,125462,126397,127555,128710,126699,127856,129055,131267,131479,130939,130904,131589,132213,133330,134535,136001,135093,135527,137581,139463,139629,138349,138139,137860,138938,139778,140814,141971,140837,141671,143543,145432,145321,144371,144588,145001,146034,146758,147402,148043,145813,147074,148363,150689,150863,149368,149152,149415,150429,151569,152225,153255,152026,152548,154708,155606,154719,153872,153543,153266,153889,154624,155158,155962,154679,155533,156513,158415,157692,156439,156119,155752,155878,156089,156093,157102,155935,156110,157938,159457,159052,157831,157387,157517,157877,158127,158133,158256,154433,157208,158990,159999,159350,158181,157901,157975,158584,159335,160058,160390,159136,160024,161222,162328,162016,160274,159245,159064,159572,159918,160233,160392,158895
4307,115039,113606,116221,115925,113127,111106,110064,109144,109423,110995,112888,112259,110237,108636,110036,109212,107933,107320,107153,107010,107306,108367,110178,109871,109403,108603,111571,111621,110769,111281,111022,111517,112334,113332,116424,113969,112824,112297,114811,114849,113879,114055,113944,113899,114029,115229,116361,115534,115319,114793,117333,116985,116538,116848,116726,116842,118466,120532,123406,122835,120924,120541,123259,123714,122751,122980,122845,122858,123561,124514,126746,125237,125204,124407,126729,126751,126363,126178,126144,126626,127609,129762,133110,128907,128315,128804,130809,132011,130811,130383,130626,130986,131677,132149,135567,135116,133600,133520,135807,135738,135251,135911,135919,136361,137165,138966,142155,142449,141331,141132,142978,141897,142331,143032,143905,145107,146533,147839,151662,149221,149530,149514,152056,152411,151759,151851,151655,152680,153373,155099,157403,156073,156020,156660,159252,159276,158675,158961,159551,160255,161142,163333,167120,164088,163906,164524,166229,166116,165832,165847,165990,166955,167867,169600,174025,172832,172509,173655,175504,175803,175910,176816,177362,177634,178868,180606,183896,180755,180721,180775,183258,183288,183140,183685,183726,185035,185951,187710,191705,190652,190170,190702,193517,194258,194602,194632,195765,197948,199583,201196,204099,203555,203087,204409,206214,206746,206532,207024,207255,208381,209351,211132,216101,216592,215251,215972,218934,220310,220719,221108,222287,224388,226668,227829,232935,230885,232393,234760,238032,239009,240451,240345,240262,240393,241441,242061,243711,240273,241339,244981,246274,247849,247901,247746,247658,247642,249395,250253,253833,248717,247671,247989,249429,249412,249151,248798,247686,248303,248675,248681,250435,247021,246855,246704,248359,248797,247766,246741,245971,246549,246041,246134,248364,244384,241405,241828,242875,243680,242371,242326,242072,244112,244421,245309,246219,241996,242635,243960,244327,245252,245611,244554,244314,244776,245351,246503,248518,246872
5001,17117,17264,17402,17584,17804,17935,17897,17751,17661,17531,17353,16837,17034,17280,17509,17575,17707,17811,17859,17869,17960,17925,17678,16796,17211,17705,18058,18275,18533,18612,18676,18485,18461,18394,18235,17606,17801,18324,18630,18768,18940,19047,19081,19200,19432,19171,19073,18542,18731,18860,19065,19179,19407,19502,19603,19715,19800,19533,19514,19147,19384,19706,19873,20227,20589,20719,20843,20904,20981,20750,20492,19987,20364,20417,20764,21093,21498,21531,21756,21948,22099,22059,22065,21814,22388,22935,23543,24136,24412,24667,25092,25364,25676,25538,25536,24497,25047,25392,25749,25961,26266,26443,26531,26741,26903,26871,26940,26419,26758,27348,27639,27766,28410,28649,28899,29076,29095,29151,29082,27808,28183,28706,29118,29879,30326,30676,31002,31487,31727,31642,31553,30870,31142,31936,32331,32866,33137,33160,33373,33620,33875,33904,33774,33493,33854,34385,34754,35145,35693,36164,36438,36735,37064,37077,37056,36076,36186,37202,37720,38386,38774,39228,39710,40139,40262,39983,39489,37600,38290,39723,39303,39455,39708,39895,40040,40416,40692,40643,40379,38304,39103,40207,40723,41142,41722,42017,41712,41661,41765,41729,41455,39523,40081,41767,42169,42510,42739,43002,43078,43459,43573,43762,43707,41387,42428,44281,44548,45104,45701,45844,45994,46491,46640,46269,45749,43340,44090,46209,46778,47258,47557,47786,47836,48150,48552,48306,48154,45601,46234,48249,48674,49465,49748,49828,49888,50012,50227,50125,49689,46542,46991,48397,49328,49759,49896,49898,49543,49876,49912,49930,49778,46802,47144,48854,49342,49529,49724,49637,49628,49883,49865,49585,49084,46288,47458,49134,50300,50581,50652,50786,50467,50982,51102,50943,50891,48147,48822,50785,51507,51936,52118,52142,50807,52397,52591,52711,52467,49769
5002,153741,155466,156793,157629,157870,157742,157818,157216,157132,156204,154123,151978,152784,155038,157492,157729,158175,158270,158139,158439,158980,158032,157234,154948,155483,156922,159658,160920,161420,162454,162991,163687,164317,165400,164850,161719,162788,165831,167027,169167,171254,171794,173824,176584,177191,177604,174941,170213,171174,172269,174833,175986,177208,177837,177645,178115,178481,177911,177088,174098,175739,179976,184046,185736,187794,189176,189033,189777,190422,188594,187961,184050,186822,193914,196586,198378,199501,199960,201357,202744,204483,206101,205989,202449,203539,207633,209185,212007,213449,213894,216222,215414,216995,216980,217110,213283,216623,220261,222596,224295,225448,226494,227227,228419,229680,229543,230381,232832,234927,240019,242866,245118,246790,248057,248466,251521,252938,255125,256814,250719,254349,259314,262606,265547,266534,267832,268531,269344,269507,269860,271087,266173,269292,275427,277350,278449,280672,280313,279706,281551,283169,284511,283660,278480,279898,284125,288640,291307,291853,293526,294418,295968,298268,300421,301277,297220,300774,307158,310604,312106,315483,318295,318943,321161,323339,325628,326703,317205,319575,323554,327696,327969,329151,331028,333356,336488,338827,340518,341962,335763,338057,343853,346696,349984,352562,354120,356330,357840,359877,362154,362536,356365,360920,367792,370325,371443,375549,378006,379338,382645,385042,385223,386071,378808,381658,386388,388336,391404,394016,394634,395445,397403,398850,400246,401098,391451,394585,400369,402232,404724,405664,406116,406747,409489,411466,412575,414192,404362,407754,412730,413890,416351,418460,419888,423805,426367,428805,429509,429660,408875,411045,426793,429357,429964,430510,430799,428986,428532,427123,426865,425988,405837,408658,429745,430916,431135,431709,432148,429675,432423,432466,432825,430602,401108,406779,423654,425038,426048,426157,426129,426359,428069,427963,428181,427410,407852,410731,428892,430854,432959,434161,434187,425746,435992,436985,438170,439279,417920
5003,30192,30591,31242,31332,31457,31571,31958,32181,31895,31748,31645,30663,31007,31397,31706,32066,32272,32574,33112,33322,33515,33490,32840,31789,32386,33106,33632,33948,34538,35020,35240,35634,36194,36462,37007,35893,36810,37731,38470,39121,39118,39660,40223,40747,41034,41592,41087,39695,40248,41814,42745,43100,43158,44311,44205,44408,44519,44790,44610,42892,43875,44841,45549,46569,46787,48156,49024,49626,49025,49801,48948,46653,48482,50056,50889,50175,51612,52382,52414,53387,53517,53762,53057,50644,51619,53544,54339,55792,56784,57850,57942,58441,58993,58979,57717,55378,57395,59354,60060,61251,62031,61966,62676,63281,63101,63649,63952,60483,62237,64192,65799,66691,68177,69248,69757,70911,71464,72255,71679,67842,68695,70446,72222,73338,74193,74501,75094,75535,75150,74867,73983,71260,72227,73881,75137,76169,77038,77214,77882,77479,78014,77841,77911,73994,76150,78383,80768,82480,83134,82964,83357,84584,85628,85999,86117,84025,87589,90277,92166,93618,94411,95377,95294,97160,97845,97291,95592,87589,89498,92069,92455,92220,92625,92625,92342,93380,94074,94974,95598,92050,94539,97865,99904,101621,103119,104549,104940,106485,106788,106912,108343,103971,106184,109960,111051,112660,114058,116142,116265,117224,118253,119387,118811,114214,116636,120083,122015,123866,125745,126841,127576,128507,128675,127770,126902,120936,123028,126890,129884,132185,134124,135020,134529,135961,136363,137998,138607,133241,135494,139572,140394,139516,138702,136907,137965,138761,138407,136415,134923,128130,128186,130474,130933,130821,130762,130304,129568,129448,129322,129952,129555,125045,126821,129095,130194,130937,131571,131347,132232,133402,134328,134703,135028,129958,131514,135289,136490,137122,137000,137726,137587,137181,137161,136836,135798,128924,132154,135326,136345,136603,135776,135893,135221,136446,136445,136818,136690,132119
5004,55849,55989,57148,57599,58382,59184,59267,59504,59543,59561,58509,55820,56089,56670,57972,58398,60997,61738,61864,61601,61511,61321,60611,56337,57971,59989,61232,62009,63858,64872,65196,65710,65981,66347,64294,61818,62993,64064,64924,65161,67406,67697,68115,68536,68697,68735,68754,64321,65222,65179,66066,66298,68509,69387,69538,69685,69986,69834,69089,65583,66357,68803,70218,71343,73004,76018,76701,77225,77302,77769,77271,72195,75223,77557,78274,80213,81605,83122,83889,84801,85461,86246,85642,80475,82971,86042,86982,88841,90219,91495,92210,92521,92965,93429,92533,86618,89928,93647,95669,96831,98635,99815,100067,100961,101564,101845,101762,96471,99356,102021,104070,104801,107165,109652,110264,111564,112011,112392,112658,105701,109900,112715,115695,116652,118606,118645,119378,120492,120561,119366,116288,111119,114630,118664,120507,122409,124044,123964,125643,126814,127518,128044,128225,118943,124567,129326,134719,138547,139631,140383,139143,140925,141257,143037,143751,133537,136227,141208,146351,147078,150514,151311,150306,152030,152820,154013,153853,142564,146289,151759,155678,157891,160056,161516,161562,162703,163484,164687,165401,157263,159049,163891,167792,170139,170596,171895,170897,173661,174499,175632,176211,168518,170118,176618,179539,180506,184390,186134,185509,188273,188781,187101,190549,182988,185846,191699,194493,198585,200020,201488,202148,203358,204198,204869,204260,194768,198332,206990,210918,213717,215664,216669,216348,217463,217850,218948,218159,199146,209780,218422,219801,221295,222913,221716,224210,225257,226248,226861,227241,216649,219338,226602,228524,229695,230337,230895,227917,230378,229557,229306,228665,217797,219824,225525,228267,229593,230039,230671,229008,231689,232103,231425,229831,217957,221426,228381,231783,233141,233966,235007,232529,235071,235053,235589,234856,224435,226656,233687,235387,237590,238002,238120,236604,239864,236543,236812,237205,222381
