Meso,NIV_1995M01,NIV_1995M02,NIV_1995M03,NIV_1995M04,NIV_1995M05,NIV_1995M06,NIV_1995M07,NIV_1995M08,NIV_1995M09,NIV_1995M10,NIV_1995M11,NIV_1995M12,NIV_1996M01,NIV_1996M02,NIV_1996M03,NIV_1996M04,NIV_1996M05,NIV_1996M06,NIV_1996M07,NIV_1996M08,NIV_1996M09,NIV_1996M10,NIV_1996M11,NIV_1996M12,NIV_1997M01,NIV_1997M02,NIV_1997M03,NIV_1997M04,NIV_1997M05,NIV_1997M06,NIV_1997M07,NIV_1997M08,NIV_1997M09,NIV_1997M10,NIV_1997M11,NIV_1997M12,NIV_1998M01,NIV_1998M02,NIV_1998M03,NIV_1998M04,NIV_1998M05,NIV_1998M06,NIV_1998M07,NIV_1998M08,NIV_1998M09,NIV_1998M10,NIV_1998M11,NIV_1998M12,NIV_1999M01,NIV_1999M02,NIV_1999M03,NIV_1999M04,NIV_1999M05,NIV_1999M06,NIV_1999M07,NIV_1999M08,NIV_1999M09,NIV_1999M10,NIV_1999M11,NIV_1999M12,NIV_2000M01,NIV_2000M02,NIV_2000M03,NIV_2000M04,NIV_2000M05,NIV_2000M06,NIV_2000M07,NIV_2000M08,NIV_2000M09,NIV_2000M10,NIV_2000M11,NIV_2000M12,NIV_2001M01,NIV_2001M02,NIV_2001M03,NIV_2001M04,NIV_2001M05,NIV_2001M06,NIV_2001M07,NIV_2001M08,NIV_2001M09,NIV_2001M10,NIV_2001M11,NIV_2001M12,NIV_2002M01,NIV_2002M02,NIV_2002M03,NIV_2002M04,NIV_2002M05,NIV_2002M06,NIV_2002M07,NIV_2002M08,NIV_2002M09,NIV_2002M10,NIV_2002M11,NIV_2002M12,NIV_2003M01,NIV_2003M02,NIV_2003M03,NIV_2003M04,NIV_2003M05,NIV_2003M06,NIV_2003M07,NIV_2003M08,NIV_2003M09,NIV_2003M10,NIV_2003M11,NIV_2003M12,NIV_2004M01,NIV_2004M02,NIV_2004M03,NIV_2004M04,NIV_2004M05,NIV_2004M06,NIV_2004M07,NIV_2004M08,NIV_2004M09,NIV_2004M10,NIV_2004M11,NIV_2004M12,NIV_2005M01,NIV_2005M02,NIV_2005M03,NIV_2005M04,NIV_2005M05,NIV_2005M06,NIV_2005M07,NIV_2005M08,NIV_2005M09,NIV_2005M10,NIV_2005M11,NIV_2005M12,NIV_2006M01,NIV_2006M02,NIV_2006M03,NIV_2006M04,NIV_2006M05,NIV_2006M06,NIV_2006M07,NIV_2006M08,NIV_2006M09,NIV_2006M10,NIV_2006M11,NIV_2006M12,NIV_2007M01,NIV_2007M02,NIV_2007M03,NIV_2007M04,NIV_2007M05,NIV_2007M06,NIV_2007M07,NIV_2007M08,NIV_2007M09,NIV_2007M10,NIV_2007M11,NIV_2007M12,NIV_2008M01,NIV_2008M02,NIV_2008M03,NIV_2008M04,NIV_2008M05,NIV_2008M06,NIV_2008M07,NIV_2008M08,NIV_2008M09,NIV_2008M10,NIV_2008M11,NIV_2008M12,NIV_2009M01,NIV_2009M02,NIV_2009M03,NIV_2009M04,NIV_2009M05,NIV_2009M06,NIV_2009M07,NIV_2009M08,NIV_2009M09,NIV_2009M10,NIV_2009M11,NIV_2009M12,NIV_2010M01,NIV_2010M02,NIV_2010M03,NIV_2010M04,NIV_2010M05,NIV_2010M06,NIV_2010M07,NIV_2010M08,NIV_2010M09,NIV_2010M10,NIV_2010M11,NIV_2010M12,NIV_2011M01,NIV_2011M02,NIV_2011M03,NIV_2011M04,NIV_2011M05,NIV_2011M06,NIV_2011M07,NIV_2011M08,NIV_2011M09,NIV_2011M10,NIV_2011M11,NIV_2011M12,NIV_2012M01,NIV_2012M02,NIV_2012M03,NIV_2012M04,NIV_2012M05,NIV_2012M06,NIV_2012M07,NIV_2012M08,NIV_2012M09,NIV_2012M10,NIV_2012M11,NIV_2012M12,NIV_2013M01,NIV_2013M02,NIV_2013M03,NIV_2013M04,NIV_2013M05,NIV_2013M06,NIV_2013M07,NIV_2013M08,NIV_2013M09,NIV_2013M10,NIV_2013M11,NIV_2013M12,NIV_2014M01,NIV_2014M02,NIV_2014M03,NIV_2014M04,NIV_2014M05,NIV_2014M06,NIV_2014M07,NIV_2014M08,NIV_2014M09,NIV_2014M10,NIV_2014M11,NIV_2014M12,NIV_2015M01,NIV_2015M02,NIV_2015M03,NIV_2015M04,NIV_2015M05,NIV_2015M06,NIV_2015M07,NIV_2015M08,NIV_2015M09,NIV_2015M10,NIV_2015M11,NIV_2015M12,NIV_2016M01,NIV_2016M02,NIV_2016M03,NIV_2016M04,NIV_2016M05,NIV_2016M06,NIV_2016M07,NIV_2016M08,NIV_2016M09,NIV_2016M10,NIV_2016M11,NIV_2016M12,NIV_2017M01,NIV_2017M02,NIV_2017M03,NIV_2017M04,NIV_2017M05,NIV_2017M06,NIV_2017M07,NIV_2017M08,NIV_2017M09,NIV_2017M10,NIV_2017M11,NIV_2017M12,NIV_2018M01,NIV_2018M02,NIV_2018M03,NIV_2018M04,NIV_2018M05,NIV_2018M06,NIV_2018M07,NIV_2018M08,NIV_2018M09,NIV_2018M10,NIV_2018M11,NIV_2018M12
3504,227132,228970,230203,231994,236429,237822,237151,236635,236143,235261,235750,229399,229242,229217,229886,231502,238410,240364,242207,241358,239904,240951,238267,231429,232011,233122,235093,239743,245918,249100,248610,250260,251629,252258,248713,239337,238968,239930,239864,246279,255619,257031,257681,258231,258517,257716,255127,240491,237468,237529,237618,246855,254932,255901,256868,257915,257788,258482,251512,240787,242787,244941,246239,252068,259112,261951,264480,265908,265387,264202,259143,253371,254188,258395,259342,263605,273370,278478,280259,281226,282964,283881,280642,268011,270987,273831,274952,283123,292459,297683,298700,300057,301739,298082,285233,280441,283494,286073,287433,296268,305392,308587,311340,312643,313012,308715,302626,293681,294717,297670,299828,309636,324000,328565,332337,334211,336488,337938,337992,317534,321303,324959,327171,341835,350051,353519,355405,357164,358148,355346,347814,340558,343474,347635,351113,365979,373085,374204,376137,377147,379834,378356,369350,361342,366224,371090,374287,386692,394850,393099,402358,403375,405899,407301,406035,388822,392443,397567,402252,413644,419208,425672,426652,426698,430970,430292,429945,404874,409175,410314,414381,425349,427282,430070,430581,431760,434893,436502,435467,421274,424848,427362,436846,446233,451290,455919,458568,464470,465084,467047,464369,450377,453474,458588,460274,473371,478641,482466,483266,485119,486343,487266,481516,473439,479328,482996,483522,490067,494880,496388,497276,500100,499619,500941,501331,486938,490224,493388,495337,503047,505608,507895,508993,511266,512759,513121,512287,498232,502713,506581,507218,512346,514916,516182,516717,517291,517024,516546,513701,503160,505920,506254,506134,510038,510044,509590,508224,508101,506172,504550,502594,490633,491381,492476,493079,492040,494655,496786,496017,497504,497284,496009,490593,480927,481771,484148,483620,486991,490228,493267,494068,496091,496748,496584,495660,486862,488864,490140,491723,494527,496468,498165,496996,500120,501494,501571,501663,491777
3505,137538,135680,135663,136106,141549,142502,145580,147028,145093,140891,136971,134004,133293,132390,131273,133989,137948,141446,144006,143636,143688,143427,142703,138815,137593,136716,137943,140547,142921,148872,149798,150343,149875,150386,146007,138869,137603,136644,136922,139728,142065,147378,149469,151781,152250,152476,150307,137001,136666,136527,138923,144010,148048,152321,156284,158581,159419,157644,153672,146846,145033,144967,146295,148864,152425,156690,164326,167353,168680,168484,168879,165848,166272,164588,160228,162908,168989,175977,181815,184692,184657,184842,182333,172341,171301,171278,173761,179865,182699,191534,196326,197974,199282,199442,195025,186848,183469,183474,183952,187484,190366,194362,200911,203901,204896,201334,201704,197729,197398,192765,193642,197131,203442,209720,223354,227466,229487,230459,230935,218924,217349,215515,216027,223156,227189,233235,239921,241644,241854,241208,233925,226566,226210,227100,225686,232539,236429,241887,247175,249235,250629,248463,246322,238792,239487,239732,239402,243954,247813,253985,262033,264059,265456,265906,265974,253130,252138,253311,253187,260527,262795,269435,274461,275946,276614,276086,274983,260502,259075,255534,256009,259019,259858,262477,270375,275495,277751,278505,278693,270317,269758,268956,270466,273220,279360,286600,289272,290755,290142,289743,286792,276123,276609,282402,279899,289357,294607,305161,308190,309242,309062,309931,305845,299975,300493,299222,297522,299775,303328,308068,319414,321022,321052,319985,320558,311814,311391,309552,310723,314468,317155,325489,328726,329513,329874,329245,328920,318991,319212,317958,319737,323368,323284,330157,334384,335686,336347,332810,334013,323212,322833,321720,321555,323559,324415,327435,328537,329497,328665,327873,327203,321261,321225,319690,315951,317540,319251,323854,323323,323134,322793,321951,319814,315372,317500,317505,317193,317931,320401,325842,326575,327836,327779,327373,327050,323439,324451,324468,320152,319246,318886,325641,327116,329276,329888,330113,329650,325533
3506,227167,229450,227694,225632,239433,242112,242688,240969,240256,234784,229883,224099,225619,226215,226437,225171,237157,239598,241070,241348,241743,238315,234023,226811,229599,231999,230629,231538,244239,248215,248977,250854,251501,252245,248854,233773,237621,238297,239376,238932,251425,254379,253667,254764,253816,254358,251790,233565,233975,233903,234940,239714,251753,254132,255405,255207,255710,252458,242918,238383,240344,244072,245858,247647,260315,263253,265779,267821,268933,266467,262635,257143,260740,263607,265703,266137,277400,282652,284461,285110,286042,286243,279762,269836,272773,276414,278471,280277,293074,299165,301981,303984,305682,303885,295584,287054,289503,293418,294769,301899,311111,315523,316966,321138,321241,314236,309808,302333,305777,309642,311081,314717,326970,333699,339477,343825,347297,350183,347138,331259,335765,338135,341566,349237,356986,362470,366149,368771,371688,368105,362564,352195,356552,361725,363902,370090,379722,384078,389280,390776,393778,394055,386443,378413,381917,385906,389871,401098,411011,411135,415971,416947,421440,424059,423725,405943,409544,414196,417966,428200,433954,440083,444261,447748,450072,451082,447969,425839,424812,425063,427346,433811,438193,438967,442438,445838,449140,452230,453312,437217,440392,444581,453025,461310,466316,471056,474692,479356,480613,482663,478273,469039,474769,481106,477668,492987,499014,503480,506825,509102,511485,513279,505726,499363,503147,506521,509463,514950,522013,522294,524426,526959,528526,529992,529448,514545,519254,523413,526674,533535,535820,537623,539560,541275,542271,545361,543972,530817,534266,539033,538109,541734,544717,544620,544535,545299,545647,542563,539655,529678,532652,534576,534625,536525,537450,535426,533198,533283,531142,529206,527571,515093,515950,517408,518149,521188,521707,521319,519566,519399,518197,516242,513759,502291,507636,510511,510940,514430,517219,517874,518280,521066,519968,519449,520142,512223,515033,518027,518180,523586,525550,524836,525150,528079,529120,529576,528706,520980
3507,608201,614186,617684,621687,631825,633869,632225,625493,623027,621679,616183,602209,608903,609644,610981,613736,622581,627610,628955,628883,630507,631359,629742,615826,622014,628065,632842,636400,643980,650827,653681,655401,658061,659666,655105,641898,645262,647424,649984,654400,661946,665883,670082,672342,671746,672218,670350,650248,654244,655159,657268,664538,672851,677380,680722,683129,687114,688224,684028,675616,682111,690605,695950,702452,716556,722680,728316,733652,737330,740521,741219,730072,738813,746088,750320,755450,764769,767985,769230,770388,773074,775649,774893,761457,768643,774423,779442,788578,796986,801923,804355,807440,810181,812979,809028,795218,802149,808491,811902,821257,828822,835362,837896,841785,843124,843742,840669,826715,836146,845912,851957,860780,873968,883275,894287,902408,909072,912907,915394,892850,903201,913487,921716,934143,944174,953198,959006,965292,971389,974389,974232,957679,968683,979545,986377,1000338,1010009,1013963,1019612,1024830,1030546,1035644,1029941,1013874,1021542,1029893,1036358,1051984,1058735,1067939,1077652,1084173,1091758,1100025,1103166,1085159,1096610,1106278,1115607,1130022,1137034,1152936,1159762,1170199,1178166,1180872,1176937,1140722,1143874,1144096,1146543,1156410,1164694,1169148,1176625,1186166,1194780,1200440,1205386,1177314,1186646,1197703,1214286,1228058,1241413,1248639,1258388,1268181,1275089,1278917,1278516,1259990,1275642,1289365,1293858,1313588,1324753,1332682,1338718,1343820,1346718,1347736,1344759,1323194,1333611,1340628,1348664,1359574,1368294,1370698,1375931,1379778,1384333,1388423,1388880,1363716,1376988,1388516,1401108,1412801,1419752,1424443,1427351,1433463,1438179,1438513,1437469,1411494,1426465,1439491,1446342,1454779,1460228,1459487,1461490,1462895,1465658,1462345,1461976,1430206,1444159,1450427,1455200,1456507,1456065,1452539,1449776,1450911,1443585,1436141,1432500,1404907,1413327,1417052,1416045,1415684,1416380,1413531,1414109,1417336,1414935,1409797,1403697,1378981,1391041,1396917,1396973,1401924,1408346,1408951,1410258,1417910,1418318,1415749,1416117,1398222,1407276,1411548,1415251,1423277,1426684,1427041,1430072,1437318,1437797,1438219,1439150,1420662
3508,99768,100358,101790,103210,105834,108116,108474,108617,108664,107687,105383,102449,102863,103051,104367,105645,110193,112415,113584,114201,113452,110656,107649,103972,104310,106348,108345,111524,114394,116509,118208,118425,118047,117977,116765,111506,112785,113392,115302,117706,118527,120010,120343,120827,120842,120021,117868,112092,111945,110894,111022,114758,116585,117903,118611,119907,119864,120133,119344,113957,115316,117152,118357,119309,121037,123206,123568,123971,123777,124359,120804,117481,119501,121273,123316,125567,129449,131307,131776,132082,133005,132220,130634,124794,126891,129481,130556,133249,135773,136301,137574,138375,139175,138696,138132,132450,134475,137048,139528,142549,144764,146460,146535,147289,147669,145807,143587,139083,141047,143495,145357,148393,153012,154569,156018,157619,158527,158645,156328,150275,151922,154928,157046,160938,164324,165568,165900,166848,168179,168193,163009,159334,160284,164567,167456,172192,174905,176089,177102,178154,179869,180776,177852,170146,173450,178727,181475,187112,189451,189560,189040,189752,190518,190719,188058,180854,183551,189158,193602,199072,200706,202437,203829,204871,205112,205012,204503,193425,193764,195081,201281,205380,206221,206178,205312,206131,207118,207786,208138,203488,203041,204313,208085,212271,213875,215096,215511,217167,217345,218321,218483,212515,212872,216142,217547,222825,224516,225714,225933,227433,226000,225465,223451,218414,219505,223238,225140,228852,231283,233160,233880,234735,235469,235805,234271,227674,228310,230932,233260,235393,238546,239842,240615,242234,243357,243615,243652,237263,238003,241695,243219,244975,245266,245541,246087,247096,247354,246730,245677,239029,239487,241649,243009,244443,244645,244614,243890,244805,244861,244935,244153,238919,238980,240584,242673,242800,243147,242817,242094,241756,241825,241176,239235,233535,234850,236878,238312,240081,239193,239892,239975,240531,240229,240140,239679,235939,236461,238370,240926,243086,242820,242416,242309,243080,242905,242449,242177,239263
3509,146816,147603,148099,148464,149534,149744,149558,148932,148841,148875,149132,146745,147043,147437,148020,148319,149961,151420,151510,150685,149804,149812,149745,148953,149343,149799,150763,151577,152878,153584,153476,152682,152665,152897,152883,151587,151472,151885,152682,153421,155866,157388,157616,156319,154127,153823,153592,152762,152824,153222,153625,154273,156036,157375,157495,155814,155049,155058,155279,154756,155521,156238,156902,157798,159910,161990,162279,162362,160141,158890,158897,158154,158672,159414,159582,159944,160459,161568,162084,161290,160401,160722,160520,159965,160376,160876,161729,162794,165660,166952,167780,166717,165137,164940,165136,164121,164602,165541,166116,166616,168944,170043,169583,168189,167367,167421,167499,166594,167123,168118,169003,169974,173134,174439,174891,173661,172560,172556,172758,171979,172599,173638,173895,174636,176505,177377,177258,175571,175721,175760,176149,175288,175858,176779,177221,177928,180810,181693,181538,180114,178253,178029,178139,177342,178000,179205,179588,181134,182664,182903,182587,181797,182548,183214,183702,182613,183466,184475,185891,186993,188742,191320,192338,192656,192158,191630,191268,188780,189509,189963,190181,190830,193204,193870,193979,194041,193439,193246,193538,192294,193166,193680,194546,195372,197355,198526,198866,198917,198775,198605,199021,198078,199280,200348,201003,201651,203737,204414,204749,204259,203990,203742,203780,202321,203037,204064,205246,206559,208332,208865,209844,209969,209966,209565,209782,207807,208503,209977,210680,211824,214129,214972,214717,215084,214766,214297,214904,213023,214315,216039,216509,217353,218712,218984,218859,219107,219039,219240,218951,216205,217286,218193,218606,218880,219196,219084,218338,217854,217201,216478,215788,213712,214436,215482,216007,216501,217246,216962,216832,216840,216575,216642,216000,213673,214425,215088,215257,215830,216448,216891,217325,217897,217872,218066,218652,216699,217626,218650,219461,220298,220465,220246,219908,220266,220481,220882,220994,219715
3510,71209,71996,72247,73385,78623,80170,80394,79899,79419,77292,77825,71950,72207,72633,72148,75371,79116,80718,81229,81500,82154,81778,75951,72170,75057,76606,77018,80543,83353,85760,85649,84900,85235,85391,84360,78444,80550,81052,81024,84906,89528,91304,91428,91781,91864,91909,90642,81129,80360,80731,79725,86000,89368,90919,91077,91973,92199,92442,89788,83877,83374,85839,87176,87633,95774,98317,98804,99544,97208,94271,89609,85473,88038,90350,91463,92712,98313,100218,101607,103113,103623,103620,102329,93736,94638,96724,98254,100634,102726,103728,104728,105763,106122,107170,104594,97316,99329,102230,104437,109313,111796,112948,113766,114717,115132,115490,108733,104555,106043,107898,109063,114584,118116,119124,120073,121432,122114,121703,121524,110512,111636,114164,115840,121561,123945,125211,126207,127292,127451,126176,122072,116593,119002,123129,125622,132040,134175,135321,135706,136450,137385,138443,135232,126336,128391,132187,134126,139136,142382,143345,146431,147407,147608,147369,146802,136921,137129,140802,143835,149734,152415,153618,154447,154500,155177,154535,153888,144409,145606,149418,153123,154438,156376,156856,157583,158924,159484,159340,159399,151325,152221,153824,156466,159008,161315,161794,162844,164058,164197,164929,163398,157757,158964,161160,162238,165494,168285,169194,170512,171557,171169,171280,167413,164289,165622,167980,168545,169736,171564,174036,175551,176685,177267,177058,175494,169837,170711,172748,174043,175035,175914,177606,178323,179550,180417,180508,180860,175905,177527,179374,179474,180883,181703,182085,183473,183667,183498,182475,181161,176430,177564,179535,180019,180650,180398,180841,181127,181937,181623,181104,180419,174791,175266,177195,177459,177362,175923,178195,178516,178767,178543,177566,176250,171519,172842,174142,174780,176514,177163,177481,178016,178765,178451,178554,178456,174194,176410,178532,177489,178731,178755,179644,180221,180534,180939,180917,180482,174649
3511,82048,82540,82153,83447,84127,85808,85811,86092,86171,86065,85397,82264,82071,81935,82295,82644,84372,84708,85354,85766,85817,85179,84484,83344,84266,84878,86088,86867,88812,89851,90172,90625,91438,92169,91314,88286,88796,89570,90077,90313,92351,94089,94821,95524,96495,96325,96359,92248,91101,91198,91359,93052,96014,97105,98184,99750,100362,100710,100246,98974,100898,101739,102006,102693,103255,105327,107558,108024,109100,109962,111226,108501,110422,111314,111611,111895,112956,114469,115322,116513,118674,120532,120800,117763,118776,119779,120330,121894,123006,124624,125325,126765,128551,130039,129822,126917,128216,129434,128962,129501,131490,133238,133550,134102,135637,136882,137547,134128,134770,136773,137317,137520,139850,141313,142612,144381,146708,147820,148511,143429,145526,145909,145812,147380,148347,150262,151605,152611,154792,157262,156794,153881,155094,156540,158054,157884,159707,160327,160953,163029,164283,165536,165940,161237,161319,163285,164544,165811,167479,168687,169934,172094,174216,176036,176926,170400,171857,174735,175863,178199,180333,182314,184033,186199,188710,190451,189574,181733,182084,183365,183725,184536,184957,185707,187168,188401,191327,193689,194474,189710,191508,193138,194171,196035,198547,199661,200941,202758,205168,206710,206461,202052,203885,206077,206795,209189,211407,212383,213888,216327,217668,220213,220215,215335,216938,218588,218894,220562,221468,221713,221136,222594,224212,225696,225966,218662,221731,223190,223287,225286,226144,225805,227835,230781,232831,234595,236926,231088,233189,234503,234847,236390,235744,236357,237007,239207,240257,241763,242007,237775,237837,239112,239407,239643,240981,240926,241049,242013,243440,244451,243278,237543,237851,238653,238291,239327,239858,239259,239070,239775,239017,239373,238682,234069,235781,237483,236453,236785,238161,238223,239786,241465,242570,243569,244031,238674,239910,241230,241494,242042,242324,242400,243312,244734,245914,247184,247066,243049
3512,397419,401317,407655,410819,413330,411411,410460,407274,405301,405792,406132,399459,401852,404673,406177,408189,409955,412085,415524,416572,421082,423926,424847,418033,420881,424795,428065,432851,434851,437732,438947,440348,443381,444567,444490,434709,436802,440943,444615,447093,449134,449586,452092,455850,460745,461527,461378,456526,457193,458070,460206,461357,464147,465586,466241,468376,470887,474710,477507,475396,477253,483852,485090,486528,488272,491304,495469,502960,506037,508337,512057,507568,511800,517718,520880,525203,527214,527781,529272,530240,531572,535041,536913,528852,534154,537142,541131,544411,546168,546976,546102,547596,550609,553029,556470,548342,553842,558147,560237,563830,565683,566391,566966,569078,572913,576320,580460,569137,574935,581690,588220,592241,597308,599375,604250,608223,614491,618969,622209,612477,621015,624404,627808,633690,637271,641597,641818,647729,655148,658554,661391,655004,661330,668683,671856,678070,681815,685530,687279,688074,691748,695543,698919,688219,695014,699844,705459,712181,716878,716765,723022,727744,735969,740688,747670,740481,748964,755283,762534,770314,775944,780450,789837,796435,802540,805700,804618,783899,784792,784060,783385,786301,789530,790677,793921,799446,807441,813992,822625,813870,822713,830492,839015,846672,854711,858604,864337,873218,880998,887701,892285,883255,892344,901380,899267,911631,918101,922094,928465,935127,938649,943927,947107,935084,941426,947098,953558,961493,965071,965317,970143,975388,979096,981668,981830,966277,972882,978813,983182,989071,991646,993259,993022,997475,1004655,1009591,1012993,998806,1009383,1020729,1020837,1023598,1023591,1021612,1020757,1022739,1026174,1026391,1027079,1009595,1014813,1019015,1021817,1019817,1016868,1011981,1006380,1006875,1002471,997903,995583,978068,981592,982458,981180,979228,979959,977411,974739,978806,978409,978197,977576,963105,967792,972635,972455,973096,974628,974369,975247,978814,979662,981596,984053,974057,980197,984644,990053,994696,997607,996812,999152,1004535,1006175,1008994,1012017,1002888
3513,273260,276877,279736,282978,285699,285198,285422,283551,283760,284418,282255,281911,283720,284808,285048,286064,288733,289914,292092,293408,295237,296668,293118,290744,292759,294832,296200,299960,301210,302736,304405,306263,308089,310671,311857,308234,309341,311201,312653,313896,315727,316914,317841,319705,320031,320486,318624,313162,313559,313272,312439,314031,314856,315244,315513,315697,317370,319628,319772,317042,319482,319953,323150,326242,327965,329650,332651,335957,337435,340851,343458,339676,344224,348752,350219,354207,356988,355838,358731,358828,359850,360325,361230,357214,360445,362251,363057,366569,368232,368343,368879,369785,371503,373191,375217,371429,374825,378615,378590,380022,380541,380920,382754,383290,384908,386718,388088,383922,386905,389968,392996,397282,400497,402732,404740,406434,410091,412855,415104,409368,414837,418299,421783,425594,427540,429662,429616,433023,436565,438786,440616,435905,439567,444472,433838,449067,451256,451838,452689,453813,456646,459301,462284,457968,461091,465871,469946,475565,478997,483225,485883,490079,492690,495964,502650,498097,503382,510066,515765,521400,525142,530201,528404,532107,537306,541193,542753,530417,531836,532508,534599,537610,540901,542698,544941,549811,553842,557826,561051,555086,563440,569315,574637,578485,582725,584747,588046,601827,606886,610377,599875,591575,597283,605796,606436,612383,613870,614451,615787,618162,618487,620957,623980,615815,620882,624689,627192,631789,632735,633264,636544,640167,642977,644408,648127,638566,644983,650088,652531,656776,658406,659325,661897,665582,670300,671969,674287,665697,676802,684242,683194,685077,685159,684031,683582,686393,687948,689573,690322,680563,684088,686327,687287,686687,683975,681714,678540,679610,679142,678287,678387,668211,669954,669913,668677,668477,667125,665537,664185,665209,664593,662953,662687,651821,654960,657588,656197,657913,658504,659462,658673,662137,662172,664159,665775,659177,662675,666418,666980,670959,671622,671078,671372,674250,675172,676611,677883,671573
3514,30479,30795,30607,30715,30873,31109,31069,31214,31333,31518,31778,31585,31990,32203,32487,32768,32883,33118,33382,33590,33750,33747,33922,33409,34313,34668,34795,35148,35323,35555,35327,35501,35875,35779,36663,36430,37422,38407,38412,38403,38020,37949,36798,36936,36947,37058,37606,37641,38464,38548,38679,38656,38919,39164,39079,39036,39134,39287,39453,39723,40296,40686,40762,41100,41266,41437,41543,41657,41877,42216,42270,42264,43121,43561,43656,43850,43872,43833,43776,43679,44001,44213,44420,44590,45152,45469,45650,46210,46547,46603,46698,46907,47051,47137,47360,47425,47998,48280,48233,48315,48535,48723,48616,49069,49405,49413,49600,49578,50256,50901,50457,51141,51490,51604,51755,52098,52482,52494,52543,51730,53167,53471,53763,54228,54737,54935,55226,54974,55440,55996,56051,55686,56316,57030,56639,57086,57089,57284,57395,57463,57823,58285,58593,58395,59368,59788,59836,59475,59696,59904,59844,60404,60973,61375,61954,62022,62834,62912,63248,63728,64334,65021,65351,66274,66885,67181,67565,66224,67087,68018,68344,68919,69375,69642,69794,70401,71374,72277,73147,72166,73257,73998,74494,75014,75314,75912,76195,76402,77127,77604,77995,77069,77140,78717,78297,79040,79226,79657,80058,80577,81183,81557,82174,81488,81805,82585,82662,83226,83070,84008,84198,84730,85201,85446,85720,84314,85207,85697,86298,87091,87403,87643,87776,88122,88257,88689,89064,89201,89847,90454,89750,89868,89869,89965,90032,90580,90837,91405,91896,91252,91402,92008,91639,91631,91438,91287,90995,91297,91469,91420,91734,91454,91775,91881,91588,91882,91812,91792,91480,91405,91484,91312,91467,90659,91142,91601,91388,91251,91377,91414,91230,91825,91887,92163,92497,92213,92888,93448,93241,93514,93095,92598,92519,92958,93244,93477,93940,93949
